Subject,Catalog Number,Section,Class Number,Title,Units,Days,Time,Building,Room Number,Instructor
ANTH,901,078,2966,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,"THOMPSON,AMANDA LOGAN"
ANTH,901,079,4883,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,"AGBE-DAVIES,ANNA SOPHIA"
ANTH,901,081,4768,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,"WEST,COLIN THOR"
ANTH,901,082,4721,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,"CHUA,JOCELYN LIM"
ANTH,901,083,5246,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,"MIDDLETON,CHRISTOPHER TOWNSEND"
ANTH,901,084,10250,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,"Stuesse,Angela Christine"
ANTH,901,086,4890,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,"ARBUCKLE,BENJAMIN S"
ANTH,901,087,4791,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,"BABB,FLORENCE"
ANTH,901,089,10251,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,"O'Parks,Caela Brighid Casey"
ANTH,902,002,3555,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,902,052,3183,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,902,056,3959,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,902,058,3554,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,902,059,4003,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,902,063,3578,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,902,064,4101,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,902,067,3301,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,902,072,3922,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,902,073,3580,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,902,078,4803,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,902,079,3949,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,902,083,3584,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,902,086,13012,READING & RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,993,002,5840,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,993,034,5949,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,993,036,5831,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,993,048,5171,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,993,056,3545,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,993,063,3224,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,993,067,4899,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,993,073,4751,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,993,075,5585,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,993,078,4775,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,993,079,4750,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,993,081,4752,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,993,082,5297,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,993,083,5973,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,993,084,6003,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,993,086,5908,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,993,089,10697,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ANTH,994,002,2691,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"STEPONAITIS,VINCAS P"
ANTH,994,034,3230,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"MIDDLETON,CHRISTOPHER TOWNSEND"
ANTH,994,047,2981,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"WIENER,MARGARET J"
ANTH,994,048,2693,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"SCARRY,Clara Margaret"
ANTH,994,056,3248,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"SLOCUM,KARLA"
ANTH,994,063,2694,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"MIDDLETON,CHRISTOPHER TOWNSEND"
ANTH,994,064,2695,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"NELSON,CHRISTOPHER T"
ANTH,994,067,5906,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"SORENSEN,MARK V"
ANTH,994,073,2765,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"RIVKIN-FISH,MICHELE R"
ANTH,994,075,2967,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"MCANANY,PATRICIA A"
ANTH,994,076,3538,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"COLLOREDO-MANSFELD,RUDOLF J"
ANTH,994,078,2795,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"THOMPSON,AMANDA LOGAN"
ANTH,994,079,2990,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"AGBE-DAVIES,ANNA SOPHIA"
ANTH,994,081,4753,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"WEST,COLIN THOR"
ANTH,994,082,5885,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"CHUA,JOCELYN LIM"
ANTH,994,083,5172,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"MIDDLETON,CHRISTOPHER TOWNSEND"
ANTH,994,084,12572,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Stuesse,Angela Christine"
ANTH,994,086,5859,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"ARBUCKLE,BENJAMIN S"
ANTH,994,087,5157,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"BABB,FLORENCE"
ANTH,994,089,13392,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"O'Parks,Caela Brighid Casey"
APPL,101,001,10899,EXPLORING ENGINEERING,3,TuTh,11:00 - 12:15,Genome Sciences Building RBuilding,G010,"KLOTSA,AIKATERINI DAFNI"
APPL,110,002,10510,INTRO TO DESIGN AND MAKING,3,TuTh,12:30 - 13:45,Genome Sciences Building RBuilding,G010,"SUPERFINE,RICHARD"
APPL,240,001,9511,SENSORS & ELECTRICAL CIRCUITS,4,MW,14:30 - 16:25,Morehead LaboratoryRBuilding,0213,"GOLDBERG,RICHARD L"
APPL,260,001,9512,MAT SCIENCE AND ENGINEERING,3,TuTh,14:30 - 15:45,Morehead LaboratoryRBuilding,0213,"DINGEMANS,THEODORUS J"
APPL,295,001,12700,RESEARCH APPLIED PHYSICAL SCI Field Work 1 - 3 A (In Person On Campus Learners),3,TBA,TBA,TBA RBuilding,TBA,Staff
APPL,430,001,5826,OPT INST FOR SCIENT AND ENGNRS,3,TuTh,09:30 - 10:45,Morehead LaboratoryRBuilding,0213,"Pegard,Nicolas"
APPL,490,001,13424,SPECIAL TOPICS,1,TuTh,12:30 - 13:45,Dey Hall RBuilding,0303,"Fraiman,Ronit"
APPL,493,001,11026,APPL PHYSICAL SCI INTERNSHIP Lab 3 A (In Person On Campus Learners),3,TBA,TBA,TBA RBuilding,TBA,Staff
APPL,495,011,12792,MENTORED RESEARCH IN APS,3,TBA,TBA,TBA RBuilding,TBA,Staff
APPL,495,016,12496,MENTORED RESEARCH IN APS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ARCH,393,002,4440,INTERNSHIP IN ARCHAEOLOGY Independent Study 3 - 6 A (In Person On Campus Learners),1,TBA,TBA,TBA RBuilding,TBA,Staff
ARCH,396,002,3579,INDEPENDENT STUDY IN ARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARCH,396,048,3262,INDEPENDENT STUDY IN ARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARCH,396,057,12969,INDEPENDENT STUDY IN ARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARCH,396,086,4789,INDEPENDENT STUDY IN ARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTH,51,001,13586,CATHDRLS ABBEYS CASTLES,3,MWF,10:10 - 11:00,Hanes Art Center RBuilding,0116,"BRACHMANN,CHRISTOPH M."
ARTH,152,001,9214,ART IN LIFE II,3,TuTh,09:30 - 10:45,Stone Center RBuilding,0209,"Williams,Hannah Grace"
ARTH,152,002,14820,ART IN LIFE II,3,MWF,10:10 - 11:00,Hanes Art Center RBuilding,0218,"Zhou,Weixin"
ARTH,156,001,13587,INTRO TO ARCHITECTURE,3,MW,09:05 - 09:55,Fetzer Hall RBuilding,0109,"Bauer,Jennifer Jill"
ARTH,156,605,13608,INTRO TO ARCHITECTURE Recitation 3 A (In Person On Campus Learners),3,F,08:00 - 08:50,Hanes Art Center RBuilding,0116,Class Enrl Cap:18 Class Enrl Tot:0 Class Wait Cap:999 Class Wait Tot:0 Class Min Enrl:0
ARTH,160,603,13612,ART OF MESOAMERICA Recitation 3 A (In Person On Campus Learners),3,Th,14:00 - 14:50,Hanes Art Center RBuilding,0116,Class Enrl Cap:18 Class Enrl Tot:5 Class Wait Cap:999 Class Wait Tot:0 Class Min Enrl:0
ARTH,274,001,12559,EUROPE BAROQUE ART,3,MWF,12:20 - 13:10,Hanes Art Center RBuilding,0117,"BRACHMANN,CHRISTOPH M."
ARTH,279,001,13590,"THE ARTS IN ENGLAND, 1450-1650",3,MW,11:15 - 12:05,Genome Sciences Building RBuilding,G010,"STRING,TATIANA C"
ARTH,284,001,13616,MODERN 2: 1905-1960,3,MWF,13:25 - 14:15,Hanes Art Center RBuilding,0117,"SHERMAN,DANIEL JAMES"
ARTH,287,001,3668,AFRICAN AMER ART,3,TuTh,09:30 - 10:20,Phillips RBuilding,0265,"BOWLES,JOHN PARISH"
ARTH,302,001,11315,FASHIONING IDENTITIES,3,TuTh,11:00 - 12:15,Graham Memorial RBuilding,0035,"WILLIAMS,LYNEISE E"
ARTH,368,001,13592,THE RENAISSANCE PORTRAIT,3,MWF,09:05 - 09:55,Hanes Art Center RBuilding,0218,"STRING,TATIANA C"
ARTH,453,001,13620,AFRI IN AMER IMAGINATION,3,MWF,10:10 - 11:00,Hanes Art Center RBuilding,0117,"MAGEE,CAROL L"
ARTH,465,001,14202,ROMAN ARCHITECTURE,3,TuTh,12:30 - 13:45,Murphey RBuilding,0111,"Valladares,Herica N."
ARTH,485,001,13594,HARLEM RENAISSANCE,3,TuTh,12:30 - 13:45,Hanes Art Center RBuilding,0117,"BOWLES,JOHN PARISH"
ARTH,750,067,4754,ADV READINGS IN ART HIST,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTH,750,123,4019,ADV READINGS IN ART HIST,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTH,750,168,5462,ADV READINGS IN ART HIST,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTH,750,169,3890,ADV READINGS IN ART HIST,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTH,750,170,3865,ADV READINGS IN ART HIST,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTH,750,179,3960,ADV READINGS IN ART HIST,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTH,750,181,4862,ADV READINGS IN ART HIST,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTH,750,187,4269,ADV READINGS IN ART HIST,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTH,750,192,4826,ADV READINGS IN ART HIST,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTH,750,195,5463,ADV READINGS IN ART HIST,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTH,750,202,4889,ADV READINGS IN ART HIST,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTH,950,001,11320,PROBLEMS IN ART HIST,3,M,14:30 - 17:10,Hanes Art Center RBuilding,0118,"MAGEE,CAROL L"
ARTH,985,001,13600,FASHIONING POWER,3,Tu,14:00 - 16:40,Hanes Art Center RBuilding,0118,"WILLIAMS,LYNEISE E"
ARTH,993,123,4421,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ARTH,993,168,4736,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,"MAGEE,CAROL L"
ARTH,993,169,5213,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,"WILLIAMS,LYNEISE E"
ARTH,993,174,3464,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,"LEVINE,CARY S"
ARTH,993,178,3891,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,"SHERMAN,DANIEL JAMES"
ARTH,993,180,4354,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,"DOUGLAS,EDUARDO DE JESUS"
ARTH,993,181,3598,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,"BOWLES,JOHN PARISH"
ARTH,993,184,4273,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,"Bauer,Jennifer Jill"
ARTH,993,187,3461,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,"BRACHMANN,CHRISTOPH M."
ARTH,993,192,3465,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,"STRING,TATIANA C"
ARTH,993,195,5520,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,"ROVINE,VICTORIA L."
ARTH,993,198,5839,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,"Cao,Maggie M"
ARTH,993,202,5519,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ARTH,993,205,12736,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,"Valladares,Herica N."
ARTH,994,123,3420,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
ARTH,994,168,4720,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"MAGEE,CAROL L"
ARTH,994,169,5131,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"WILLIAMS,LYNEISE E"
ARTH,994,174,5838,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"LEVINE,CARY S"
ARTH,994,178,3418,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"SHERMAN,DANIEL JAMES"
ARTH,994,180,3419,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"DOUGLAS,EDUARDO DE JESUS"
ARTH,994,181,3519,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"BOWLES,JOHN PARISH"
ARTH,994,183,3520,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"BARRETT,ROSS"
ARTH,994,184,15110,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Bauer,Jennifer Jill"
ARTH,994,185,3516,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"HERMAN,BERNARD L"
ARTH,994,187,5179,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"BRACHMANN,CHRISTOPH M."
ARTH,994,192,3961,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"STRING,TATIANA C"
ARTH,994,195,4272,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"ROVINE,VICTORIA L."
ARTH,994,198,15111,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Cao,Maggie M"
ARTH,994,206,5948,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"HAGGIS,DONALD C"
ARTS,59,001,12297,"FYS TIME, A DOORWAY",3,TuTh,15:30 - 16:45,Greenlaw RBuilding,0222,"HIRSCHFIELD,JAMES N"
ARTS,103,001,4254,SCULPTURE I,3,MW,14:30 - 17:15,Art Laboratory RBuilding,0120,"PEREZ-MENDEZ,ROXANA JOSEFINA"
ARTS,104,001,3426,DRAWING I,3,MW,11:15 - 14:00,Hanes Art Center RBuilding,0227,"Weinfield,Vera"
ARTS,104,002,14190,DRAWING I,3,TuTh,08:00 - 10:45,Hanes Art Center RBuilding,0227,"English,Molly Rose"
ARTS,105,002,14186,PHOTOGRAPHY I,3,TuTh,08:00 - 10:45,Hanes Art Center RBuilding,0112,"Troyer,Matthew"
ARTS,106,001,3427,VIDEO I,3,TuTh,14:00 - 16:45,Hanes Art Center RBuilding,0112,"Rosen,Stella Rosalie"
ARTS,106,002,14652,VIDEO I,3,TuTh,11:00 - 13:45,Hanes Art Center RBuilding,0112,"Rosen,Stella Rosalie"
ARTS,115,001,11292,DARKROOM PHOTOGRAPHY I,3,MW,14:30 - 17:15,Hanes Art Center RBuilding,0316,"Metivier,Lindsay Jo"
ARTS,202,001,3428,PAINTING I,3,TuTh,11:00 - 13:45,Hanes Art Center RBuilding,0219,"Levenson,Geddes Steele"
ARTS,205,001,14191,PHOTOGRAPHY II,3,MW,11:15 - 14:00,Hanes Art Center RBuilding,0112,"Wannam,Martin F"
ARTS,208,001,9215,PRINT I,3,MW,14:30 - 17:15,Hanes Art Center RBuilding,0301,"Takizawa,Taro"
ARTS,209,001,9717,2D ANIMATION,3,MW,14:30 - 17:15,Hanes Art Center RBuilding,112C,"GRUFFAT,SABINE"
ARTS,213,001,10718,CERAMIC I,3,TuTh,11:00 - 13:45,Art Laboratory RBuilding,0121,"NAM,YUN-DONG"
ARTS,213,002,15099,CERAMIC I,3,TuTh,08:00 - 10:45,Art Laboratory RBuilding,0121,"Choi,Myongsin"
ARTS,214,001,11294,LIFE DRAWING,3,TuTh,11:00 - 13:45,Hanes Art Center RBuilding,0227,"Musina,Christopher Adam"
ARTS,215,001,10632,DARKROOM PHOTOGRAPHY II,3,MW,18:00 - 20:45,Hanes Art Center RBuilding,0316,"Metivier,Lindsay Jo"
ARTS,238,001,14655,SCREEN PRINTING,3,TuTh,14:00 - 16:45,Hanes Art Center RBuilding,0301,"GRABOWSKI,STELLA E"
ARTS,290,001,11291,SPECIAL TOPICS IN STUDIO ART,3,MW,11:15 - 14:00,Hanes Art Center RBuilding,0226,"MARZAN,MARIO M"
ARTS,302,001,14653,PAINTING II,3,TuTh,14:00 - 16:45,Hanes Art Center RBuilding,0219,"Musina,Christopher Adam"
ARTS,309,001,14184,3D ANIMATION,3,MW,11:15 - 14:00,Hanes Art Center RBuilding,112C,"GRUFFAT,SABINE"
ARTS,313,001,10466,CERAMIC II,3,TuTh,14:00 - 16:45,Art Laboratory RBuilding,0121,"NAM,YUN-DONG"
ARTS,352,001,5372,ABSTRACT PAINTING,3,MW,11:15 - 14:00,Hanes Art Center RBuilding,0219,"TRUONG,LIEN"
ARTS,363,001,14180,"ART, SPACE AND ECOLOGY",3,MW,11:15 - 14:00,Art Laboratory RBuilding,0120,"PEREZ-MENDEZ,ROXANA JOSEFINA"
ARTS,364,001,14183,THE WALKING SEMINAR,3,MW,14:30 - 17:15,Hanes Art Center RBuilding,0226,"MARZAN,MARIO M"
ARTS,390,001,11297,SPECIAL TOPICS IN STUDIO ART,3,TuTh,14:00 - 16:45 Special Topics: Scul,Hanes Art Center RBuilding,0222,"TRUONG,HONG-AN"
ARTS,402,001,12608,ADVANCED PAINTING PROJECTS,3,MW,11:15 - 14:00,Hanes Art Center RBuilding,0219,"TRUONG,LIEN"
ARTS,413,001,10618,ADVANCED CERAMIC PROJECTS,3,TuTh,14:00 - 16:45,Art Laboratory RBuilding,0121,"NAM,YUN-DONG"
ARTS,458,001,14189,PHOTO PRINTMAKING,3,TuTh,11:00 - 13:45,Hanes Art Center RBuilding,0301,"GRABOWSKI,STELLA E"
ARTS,515,001,12346,ADV TOPICS IN PHOTO,3,MW,18:00 - 20:45,Hanes Art Center RBuilding,0316,"Metivier,Lindsay Jo"
ARTS,596,082,4863,IND STUDY - STUDIO,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTS,596,118,4002,IND STUDY - STUDIO,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTS,596,128,3532,IND STUDY - STUDIO,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTS,596,172,3986,IND STUDY - STUDIO,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTS,596,175,3572,IND STUDY - STUDIO,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTS,596,186,3605,IND STUDY - STUDIO,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTS,596,188,3412,IND STUDY - STUDIO,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTS,596,191,10759,IND STUDY - STUDIO,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTS,596,196,4386,IND STUDY - STUDIO,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTS,596,197,4380,IND STUDY - STUDIO,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTS,596,207,12607,IND STUDY - STUDIO,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTS,596,209,14613,IND STUDY - STUDIO,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTS,701,001,3429,TEACHING PRACTICUM,3,M,14:30 - 17:15,TBA RBuilding,TBA,"TRUONG,LIEN"
ARTS,710,068,15045,GRADUATE STUDIO,1,TBA,TBA,TBA RBuilding,TBA,"GRABOWSKI,STELLA E"
ARTS,710,082,3407,GRADUATE STUDIO,1,TBA,TBA,TBA RBuilding,TBA,"HIRSCHFIELD,JAMES N"
ARTS,710,128,3409,GRADUATE STUDIO,1,TBA,TBA,TBA RBuilding,TBA,"NAM,YUN-DONG"
ARTS,710,172,3408,GRADUATE STUDIO,1,TBA,TBA,TBA RBuilding,TBA,"MARZAN,MARIO M"
ARTS,710,177,3410,GRADUATE STUDIO,1,TBA,TBA,TBA RBuilding,TBA,"PEREZ-MENDEZ,ROXANA JOSEFINA"
ARTS,710,186,3411,GRADUATE STUDIO,1,TBA,TBA,TBA RBuilding,TBA,"TRUONG,HONG-AN"
ARTS,710,191,3406,GRADUATE STUDIO,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTS,710,194,5693,GRADUATE STUDIO,1,TBA,TBA,TBA RBuilding,TBA,Staff
ARTS,710,196,5150,GRADUATE STUDIO,1,TBA,TBA,TBA RBuilding,TBA,"TRUONG,LIEN"
ARTS,710,208,15175,GRADUATE STUDIO,1,TBA,TBA,TBA RBuilding,TBA,"Wannam,Martin F"
ARTS,720,001,3510,QUALIFYING REVIEW,2,TBA,TBA,TBA RBuilding,TBA,"TRUONG,HONG-AN"
ARTS,798,001,3430,MFA STUDIO CRITIQUE,3,W,18:00 - 20:45,Art Laboratory RBuilding,0120,"Lawrence,Annette"
ARTS,992,082,3431,MASTER'S PROJECT IN STUDIO ART,3,TBA,TBA,TBA RBuilding,TBA,"HIRSCHFIELD,JAMES N"
ARTS,992,128,3432,MASTER'S PROJECT IN STUDIO ART,3,TBA,TBA,TBA RBuilding,TBA,"NAM,YUN-DONG"
ARTS,992,172,3433,MASTER'S PROJECT IN STUDIO ART,3,TBA,TBA,TBA RBuilding,TBA,"MARZAN,MARIO M"
ARTS,992,177,3434,MASTER'S PROJECT IN STUDIO ART,3,TBA,TBA,TBA RBuilding,TBA,"PEREZ-MENDEZ,ROXANA JOSEFINA"
ARTS,992,186,3435,MASTER'S PROJECT IN STUDIO ART,3,TBA,TBA,TBA RBuilding,TBA,"TRUONG,HONG-AN"
ARTS,992,191,3436,MASTER'S PROJECT IN STUDIO ART,3,TBA,TBA,TBA RBuilding,TBA,Staff
ARTS,992,194,3437,MASTER'S PROJECT IN STUDIO ART,3,TBA,TBA,TBA RBuilding,TBA,Staff
ARTS,992,196,4370,MASTER'S PROJECT IN STUDIO ART,3,TBA,TBA,TBA RBuilding,TBA,"TRUONG,LIEN"
ARTS,992,209,14612,MASTER'S PROJECT IN STUDIO ART,3,TBA,TBA,TBA RBuilding,TBA,Staff
ARAB,102,001,2350,ELEMENTARY ARABIC II,4,Tu,10:00 - 10:50,YMCA Building RBuilding,0207,"Sibley,Caroline Simmons"
ARAB,102,002,2351,ELEMENTARY ARABIC II,4,TuTh,12:30 - 13:20,Peabody RBuilding,2072,"KAUFFMAN,ALAN"
ARAB,102,003,2352,ELEMENTARY ARABIC II,4,MTuWF,14:30 - 15:20,Carolina Hall RBuilding,0213,"Sibley,Caroline Simmons"
ARAB,151,001,14112,ARABIC LITERATURE,3,TuTh,15:30 - 16:20,Phillips RBuilding,0265,"YAQUB,NADIA"
ARAB,151,601,14113,ARABIC LITERATURE Recitation 3 A (In Person On Campus Learners),4,F,08:00 - 08:50,Greenlaw RBuilding,0104,"Elsayed,Tarek Medhat"
ARAB,204,002,5360,INTERMEDIATE ARABIC II,4,MTuWTh,14:30 - 15:20,Smith RBuilding,0107,"KAUFFMAN,ALAN"
ARAB,300,001,5772,ARABIC GRAMMAR & COMPOSITION,3,MWF,11:15 - 12:05,New West RBuilding,0103,"Elkerdany,Doria Yahia"
ARAB,306,001,2354,ADVANCED ARABIC II,3,MWF,12:20 - 13:10,Phillips RBuilding,0220,"Sibley,Caroline Simmons"
ARAB,308,001,5361,ARABIC LAC,1,W,09:05 - 09:55,New West RBuilding,0103,"Sibley,Caroline Simmons"
ARAB,354,001,14116,EVERYDAY LIVES IN MIDDLE EAST,3,TuTh,09:30 - 10:45,New West RBuilding,0219,"Vinea,Ana Maria"
ARAB,408,001,12506,READINGS IN ARABIC II,3,MWF,12:20 - 13:10,New West RBuilding,0103,"Elkerdany,Doria Yahia"
ARAB,434,001,14117,MODERN ARAB LIT IN TRANSLATION,3,TuTh,11:00 - 12:15,Hanes Art Center RBuilding,0215,"YAQUB,NADIA"
ASIA,57,001,11861,FYS DIS-ORIENTING THE ORIENT,3,MWF,14:30 - 15:20,Carolina Hall RBuilding,0204,"Dixon,Dwayne Emil"
