Subject,Catalog Number,Section,Class Number,Title,Units,Days,Time,Building,Room Number,Instructor,Missing Attributes
AAAD,50,1,13679,FYS DEFINING BLACKNESS,3,,,,,"Mosquera Muriel,Nadia",TRUE
AAAD,58,1,13680,HEALTH INEQUALITY,3,TuTh,14:00 - 15:15,Graham Memorial,210,"BOYD,LYDIA C",FALSE
AAAD,89,1,12035,FYS: SPECIAL TOPICS,3,TuTh,12:30 - 13:45 AFRO-LATINX IN THE U,Peabody Hall,2080,"Berry,Maya Janeen",FALSE
AAAD,89,2,12037,FYS: SPECIAL TOPICS,3,TuTh,12:30 - 13:45 WOMEN OF THE BLACK A,Graham Memorial,213,"Monroe,Alicia Lenis",FALSE
AAAD,101,1,6942,INTRO TO AFRICA,3,MW,15:35 - 16:50,New West,219,"Birya,Raphael Kalu",FALSE
AAAD,101,2,6943,INTRO TO AFRICA,3,MWF,10:10 - 11:00,Gardner Hall,308,"LAMBERT,MICHAEL C",FALSE
AAAD,101,3,6944,INTRO TO AFRICA,3,TuTh,19:00 - 20:15,Gardner Hall,308,"Sebastian,Matthew Ryan",FALSE
AAAD,130,1,7859,INTRO AFRI AMER & DIASPORA STD,3,TuTh,11:00 - 12:15,Dey Hall,206,"Monroe,Alicia Lenis",FALSE
AAAD,130,2,7209,INTRO AFRI AMER & DIASPORA STD,3,MW,15:35 - 16:50,Murphey Hall,104,"Porter,Robert S.",FALSE
AAAD,130,3,8615,INTRO AFRI AMER & DIASPORA STD,3,TuTh,09:30 - 10:45,Dey Hall,206,"Regester,Charlene B.",FALSE
AAAD,130,4,13683,INTRO AFRI AMER & DIASPORA STD,3,TuTh,14:00 - 15:15,Phillips Hall,247,"Samuel,Petal KImberly",FALSE
AAAD,200,1,13684,GENDER & SEXUALITY IN AFRICA,3,TuTh,15:30 - 16:45,Hanes Art Center,218,"BOYD,LYDIA C",FALSE
AAAD,214,1,12040,ETHNOGRAPHY OF AFRICA,3,MW,13:25 - 14:25,Murray Hall,G201,"LAMBERT,MICHAEL C",FALSE
AAAD,231,1,13686,AFRI AMER HISTORY SINCE 1865,3,TuTh,09:30 - 10:45,Stone Center,209,"Brimmer,Brandi Clay",FALSE
AAAD,250,1,12043,BLACKS IN FILM,3,Tu,14:00 - 16:50,Peabody Hall,2080,"Regester,Charlene B.",FALSE
AAAD,252,1,12046,AFRICAN AMERICANS IN THE WEST,3,MW,17:45 - 19:00,Gardner Hall,7,"Porter,Robert S.",FALSE
AAAD,258,1,11055,CIVIL RIGHTS,3,TuTh,09:30 - 10:45,Phillips Hall,328,"JANKEN,KENNETH R",FALSE
AAAD,260,1,12048,BLACKNESS IN LATIN AMERICA,3,TuTh,11:00 - 12:15,Gardner Hall,210,"Mosquera Muriel,Nadia",FALSE
AAAD,261,1,12049,AFRO-CUBAN DANCE,3,TuTh,14:00 - 15:15,Caldwell Hall,105,"Berry,Maya Janeen",FALSE
AAAD,284,1,6945,AFRICAN DIASP IN THE AMERICAS,3,TuTh,15:30 - 16:45,Phillips Hall,328,"JORDAN,JOSEPH F",FALSE
AAAD,286,1,8981,AFRICANS IN COLONIAL AMERICAS,3,Tu,19:30 - 22:00,Gardner Hall,7,"Porter,Robert S.",FALSE
AAAD,288,1,13687,GLOBAL BLACK POPULAR CULTURES,3,MW,15:35 - 16:50,Gardner Hall,7,"Camara,Samba",FALSE
AAAD,303,1,13688,ISLAMIC CULTURE CONTEMP AFRICA,3,MWF,10:10 - 11:00,Stone Center,209,"Camara,Samba",FALSE
AAAD,320,1,13689,INTRODUCTION TO AFRICAN MUSIC,3,TuTh,12:30 - 13:45,Venable Hall,G311,"PIER,DAVID",FALSE
AAAD,330,1,10291,20TH C AFRI AM ART,3,MWF,12:20 - 13:10,Hanes Art Center,117,"BOWLES,JOHN PARISH",FALSE
AAAD,340,1,14645,DIASPORA ART,3,TuTh,12:30 - 13:45,Stone Center,210,"JORDAN,JOSEPH F",FALSE
AAAD,356,1,11309,HISTORY OF HIP-HOP,3,TuTh,15:30 - 16:45,Phillips Hall,247,"Massenburg,Christopher Dion",FALSE
AAAD,389,1,10190,CARIBBEAN ANTICOLONIAL LIT,3,TuTh,11:00 - 12:15,Phillips Hall,328,"Samuel,Petal KImberly",FALSE
AAAD,391,1,10274,HUM. DEV. & SUSTAINABILITY,3,TuTh,11:00 - 12:15,Stone Center,209,"Hudani,Shakirah",FALSE
AAAD,392,1,13690,STRUGGLES TO SHAPE THE CITY,3,MW,13:25 - 14:40,Phillips Hall,328,"Hudani,Shakirah",FALSE
AAAD,395,1,7217,RESEARCH SEMINAR,3,TuTh,09:30 - 10:45,Murphey Hall,105,"SAHLE,EUNICE N",FALSE
AAAD,403,1,13691,HUMAN RIGHTS IN AFRICA,3,TuTh,11:00 - 12:15,Murphey Hall,314,"SAHLE,EUNICE N",FALSE
AAAD,421,1,8197,LANGUAGES OF AFRICA,3,MW,15:35 - 16:50,Dey Hall,210,"Mwamzandi,Mohamed Yusuf",FALSE
AAAD,430,1,13692,AFRI AMER INTELLECTUAL HIST,3,TuTh,08:00 - 09:15,Hanes Art Center,116,"JANKEN,KENNETH R",FALSE
AAAD,466,1,12053,RACE/GENDER ATLANTIC WORLD,3,Tu,15:30 - 18:00,Murphey Hall,302,"Monroe,Alicia Lenis",FALSE
AAAD,490,1,13693,COLLOQUIUM IN AAAD STUDIES,3,TuTh,11:00 - 12:15,Hanes Art Center,118,"Brimmer,Brandi Clay",FALSE
SWAH,401,1,4262,ELEM KISWAHILI I,3,,,,,"Birya,Raphael Kalu",TRUE
SWAH,401,2,7568,ELEM KISWAHILI I,3,,,,,"Mwamzandi,Mohamed Yusuf",TRUE
SWAH,403,1,4263,INTERMED KISWAHILI III,3,MWF,12:20 - 13:10,Phillips Hall,220,"Birya,Raphael Kalu",FALSE
SWAH,403,2,4313,INTERMED KISWAHILI III,3,MWF,10:10 - 11:00,Mitchell Hall,121A,"Mwamzandi,Mohamed Yusuf",FALSE
SWAH,405,1,7608,KISWAHILI V,3,MWF,09:05 - 09:55,Graham Memorial,210,"Mwamzandi,Mohamed Yusuf",FALSE
WOLO,401,1,8198,ELEM WOLOF I,3,,,,,"Camara,Samba",TRUE
YORU,403,1,12814,INTERMEDIATE YORUBA III,3,TBA,TBA,TBA,TBA,Staff,FALSE
AERO,101,1,3822,HERITAGE AND VALUES OF USAF,1,TBA,TBA,TBA,TBA,Staff,FALSE
AERO,196,3,3826,INDEPENDENT STUDY,1,TBA,TBA,TBA,TBA,Staff,FALSE
AERO,201,1,3827,LEADERSHIP FUNDAMENTALS,1,TBA,TBA,TBA,TBA,Staff,FALSE
AERO,213,1,10142,AIR POWER,3,MWF,14:30 - 15:20,Davie Hall,112,"CADDELL,JOSEPH W",FALSE
AERO,301,1,11855,LDRSHP & EFFECTIVE COMM,3,TBA,TBA,TBA,TBA,Staff,FALSE
AERO,393,1,11069,FIELD TRAINING,1,TBA,TBA,TBA,TBA,Staff,FALSE
AERO,402,1,11286,AF OFF CON AMER SOC,3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,60,1,14581,"FYS: INDIAN HIST, LAW, LIT",3,MWF,10:10 - 11:00,Greenlaw Hall,317,"COBB,DANIEL M",FALSE
AMST,101,1,10156,"THIS PLACE CALLED ""AMERICA""",3,TBA,TBA,"Genome Sciences BuiRloom: G200 Days: MW Time: 12:20 - 13:10
INST 100 Instructor: SAWIN,PATRICIA E
Class Enrl Cap:150 Class Enrl Tot:5 Class Wait Cap:999 Class Wait Tot:0 Class Min Enrl:0
GR1
Reserve Capacity: 15-JUL-2022 TEST Reserve Enrl Cap: 0 Reserve Enrl Tot: 0
_______________________________________________________________________________________________________________________________ _____________________________
AMST 101 601 10157 THIS PLACE CALLED ""AMERICA"" Recitation 3 A
(In Person On Campus Learners)
Bldg: TBA",TBA,"SAWIN,PATRICIA E",FALSE
AMST,101,603,10159,"THIS PLACE CALLED ""AMERICA"" Recitation 3 A (In Person On Campus Learners)",3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,110,607,8149,NATIVE NORTH AMERICA Recitation 3 A (In Person On Campus Learners),3,F,13:25 - 14:15,Peabody Hall,3018,Staff,FALSE
AMST,211,1,12122,SOUTHERN STUDIES LITCULT,3,TuTh,14:00 - 15:15,TBA,TBA,Staff,FALSE
AMST,251,1,14889,JEWISH AM EXPERIENCE,3,TuTh,12:30 - 13:45,Dey Hall,203,"Katz,Emily",FALSE
AMST,255,1,12145,DIFFER & POWER AMER CULTURE,3,MW,13:25 - 14:15,Gardner Hall,8,"HOLLAND,SHARON PATRICIA",FALSE
AMST,255,603,14763,DIFFER & POWER AMER CULTURE Recitation 3 A (In Person On Campus Learners),3,F,13:25 - 14:15,Murray Hall,G201,Staff,FALSE
AMST,353,1,12588,SOUTHEAST ASIAN NC,3,MWF,10:10 - 11:00,Phillips Hall,224,"BUTLER,BECKY A",FALSE
AMST,375,1,12131,CRIT FOOD STUDIES: SOUTH,3,TuTh,12:30 - 13:45,Greenlaw Hall,318,"Alexander,Kelly",FALSE
AMST,396,1,8232,INDEP STDY AMST,3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,396,2,9894,INDEP STDY AMST,3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,396,3,9915,INDEP STDY AMST,3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,483,1,14423,VISUAL ARTS AND CULTURE,3,Tu,15:35 - 18:35,Dey Hall,402,"ROBINSON,MIRIAM MICHELLE",FALSE
AMST,493,1,8233,INTERNSHIP,1,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,700,1,10153,HISTORY & PRACTICE AMST,3,W,15:30 - 18:30,Murphey Hall,117,"ROBINSON,MIRIAM MICHELLE",FALSE
AMST,820,1,14606,CRITICAL ETHNIC STUDIES (CES),3,M,15:35 - 18:35,Murphey Hall,117,"HOLLAND,SHARON PATRICIA",FALSE
AMST,878,1,12132,NATIVE AMERICAN READINGS,3,Th,18:00 - 20:30,Hamilton Hall,570,"Escobar,Raquel Lynn",FALSE
AMST,895,1,7388,DIRECTED READINGS,3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,895,2,7389,DIRECTED READINGS,3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,895,3,8516,DIRECTED READINGS,3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,895,4,11510,DIRECTED READINGS,3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,895,5,11511,DIRECTED READINGS,3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,895,6,11512,DIRECTED READINGS,3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,895,7,11513,DIRECTED READINGS,3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,895,8,11514,DIRECTED READINGS,3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,895,9,11515,DIRECTED READINGS,3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,895,10,11516,DIRECTED READINGS,3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,901,1,7329,MA RESEARCH SEMINAR,3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,901,2,8739,MA RESEARCH SEMINAR,3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,903,1,10154,COMPEXAMS AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,993,1,8736,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Berlinger,Gabrielle Anna",FALSE
AMST,993,2,8737,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"HINSON,GLENN D",FALSE
AMST,993,3,8738,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"SAWIN,PATRICIA E",FALSE
AMST,994,1,7557,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"Berlinger,Gabrielle Anna",FALSE
AMST,994,2,7558,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"COBB,DANIEL M",FALSE
AMST,994,3,7559,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"Engelhardt,Elizabeth Sanders",FALSE
AMST,994,4,7560,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"HOLLAND,SHARON PATRICIA",FALSE
AMST,994,5,7621,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"Kelley,Blair Lynne Murphy",FALSE
AMST,994,6,7991,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"Kotch,Seth M.",FALSE
AMST,994,7,7992,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"MARR,TIMOTHY W",FALSE
AMST,994,8,8465,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"ROBINSON,MIRIAM MICHELLE",FALSE
AMST,994,9,9263,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
AMST,994,10,14419,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
FOLK,89,1,14588,FYS: SPECIAL TOPICS,3,,,,,Staff,TRUE
FOLK,202,1,12134,EVERYDAY CULTURES,3,F,12:20 - 13:10,"Global Education, FReoom: 1015 Days: MW Time: 13:25 - 14:15
INST 100 Instructor: Staff
Class Enrl Cap:60 Class Enrl Tot:3 Class Wait Cap:12 Class Wait Tot:0 Class Min Enrl:0
GR1
Combined Section ID: 1663(engl/folk/anth202.001) - ENGL 202(#12470), ANTH 202(#12475)
_________________________________________________________________________________________ ___________________________________________________________________
FOLK 202 601 12135 EVERYDAY CULTURES Recitation 3 A
(In Person On Campus Learners)
Bldg: Phillips Hall",222,Staff,FALSE
FOLK,202,603,12137,EVERYDAY CULTURES Recitation 3 A (In Person On Campus Learners),4,F,13:25 - 14:15,Greenlaw Hall,319,Staff,FALSE
FOLK,481,1,14613,JEWISH MATERIAL CULTURE,3,TuTh,12:30 - 13:45,Mitchell Hall,9,"Berlinger,Gabrielle Anna",FALSE
FOLK,496,1,12685,DIRECTED READINGS,3,TBA,TBA,TBA,TBA,Staff,FALSE
FOLK,502,1,13527,MYTHS/ANCI N EAST,3,TuTh,09:30 - 10:45,Hanes Art Center,215,"LAM,JOSEPH C",FALSE
FOLK,790,1,14425,PUBLIC FOLKLORE,3,TuTh,14:00 - 15:15,New East,305,"HINSON,GLENN D",FALSE
FOLK,850,1,14424,FOLKLORE THEORY,3,Tu,15:35 - 18:35,Mitchell Hall,106,"Berlinger,Gabrielle Anna",FALSE
FOLK,895,1,8470,DIRECTED READINGS,3,TBA,TBA,TBA,TBA,Staff,FALSE
FOLK,895,2,8471,DIRECTED READINGS,3,TBA,TBA,TBA,TBA,Staff,FALSE
FOLK,900,1,9723,DIRECTED STUDIES,0,TBA,TBA,TBA,TBA,Staff,FALSE
FOLK,993,1,5902,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"HINSON,GLENN D",FALSE
FOLK,993,2,5898,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"SAWIN,PATRICIA E",FALSE
ANTH,62,1,8542,FYS INDIAN COUNTRY TODAY,3,MWF,11:15 - 12:05,Alumni Bldg,205,"LAMBERT,VALERIE L",FALSE
ANTH,67,1,13460,BLACKNESS AND RACIALIZATION,3,MWF,14:30 - 15:20,Alumni Bldg,205,"PRICE,CHARLES R",FALSE
ANTH,89,1,10660,FYS: SPECIAL TOPICS,3,TuTh,12:30 - 13:45 ANTHROPOLOGY OF MOVI,Alumni Bldg,205,"NELSON,CHRISTOPHER T",FALSE
ANTH,89,2,13464,FYS: SPECIAL TOPICS,3,TuTh,09:30 - 10:45 ARCHAEOLOGY OF POP C,Alumni Bldg,205,"Smit,Douglas Karel",FALSE
ANTH,101,6,3961,GEN ANTHROPOLOGY,3,MWF,13:25 - 14:15,Manning Hall,209,"AGBE-DAVIES,ANNA SOPHIA",FALSE
ANTH,101,608,3969,GEN ANTHROPOLOGY Recitation 3 A (In Person On Campus Learners),3,F,11:15 - 12:05,TBA,TBA,Staff,FALSE
ANTH,145,615,10653,WORLD PREHISTORY Recitation 3 A (In Person On Campus Learners),3,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,147,610,13557,COMP HEALING SYSTEM Recitation 3 A,3,F,10:10 - 11:00,Alumni Bldg,205,Staff,FALSE
ANTH,148,603,4008,HUMAN ORIGINS Recitation 3 A (In Person On Campus Learners),1,F,10:10 - 11:00,Alumni Bldg,404,Staff,FALSE
ANTH,195,89,9922,RES IN ANTH I,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,202,1,12475,EVERYDAY CULTURES,3,F,12:20 - 13:10,"Global Education, FReoom: 1015 Days: MW Time: 13:25 - 14:15
INST 100 Instructor: Staff
Class Enrl Cap:20 Class Enrl Tot:2 Class Wait Cap:0 Class Wait Tot:0 Class Min Enrl:0
GR1
Combined Section ID: 1663(engl/folk/anth202.001) - FOLK 202(#12134), ENGL 202(#12470)
_________________________________________________________________________________________ ___________________________________________________________________
ANTH 202 601 12476 EVERYDAY CULTURES Recitation 3 A
(In Person On Campus Learners)
Bldg: Phillips Hall",222,Staff,FALSE
ANTH,202,604,12479,EVERYDAY CULTURES Recitation 3 A (In Person On Campus Learners),3,F,14:30 - 15:20,Davie Hall,101,Staff,FALSE
ANTH,231,1,13455,INCA AND THEIR ANCESTORS,3,MWF,14:30 - 15:20,Chapman Hall,201,"BILLMAN,BRIAN R",FALSE
ANTH,232,1,11717,ANCESTRAL MAYA CIV,3,,,,,"MCANANY,PATRICIA A",TRUE
ANTH,250,1,11719,ARCHAEOLOGY OF NORTH AMERICA,3,MWF,12:20 - 13:10,Chapman Hall,211,"STEPONAITIS,VINCAS P",FALSE
ANTH,252,1,8264,ARCHAEOLOGY OF FOOD,3,TuTh,12:30 - 13:45,Alumni Bldg,207,"Briggs,Rachel Virginia",FALSE
ANTH,270,6,8834,LIVING MEDICINE,3,MWF,13:25 - 14:15,Chapman Hall,201,"KING,MARTHA E",FALSE
ANTH,270,605,13582,LIVING MEDICINE Recitation 3 A,3,M,12:20 - 13:10,Alumni Bldg,203,Staff,FALSE
ANTH,280,1,13456,ANTH OF WAR AND PEACE,3,W,11:15 - 12:05,"Global Education, FReoom: 1015 Days: MWF Time: 09:05 - 09:55
INST 100 Instructor: CHUA,JOCELYN LIM
Class Enrl Cap:96 Class Enrl Tot:6 Class Wait Cap:0 Class Wait Tot:0 Class Min Enrl:0
GR1
Combined Section ID: 1706(anth/pwad280.001) - PWAD 280(#13511)
____________________________________________________________________ ________________________________________________________________________________________
ANTH 280 601 13512 ANTH OF WAR AND PEACE Recitation 3 A
Bldg: Alumni Bldg",308,"CHUA,JOCELYN LIM",FALSE
ANTH,280,605,13516,ANTH OF WAR AND PEACE Recitation 3 A,3,W,15:35 - 16:25,Alumni Bldg,203,Staff,FALSE
ANTH,295,1,9895,RES IN ANTH II,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,295,36,9277,RES IN ANTH II,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,296,1,11616,IND STUDY ANTH II,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,315,1,7562,HUMAN GENETICS,3,TuTh,12:30 - 13:45,Alumni Bldg,203,"Hilton,Charles Edward",FALSE
ANTH,318,1,10087,HUM GROWTH DEVELOP,3,TuTh,14:00 - 15:15,Manning Hall,209,"SORENSEN,MARK V",FALSE
ANTH,318,609,13571,HUM GROWTH DEVELOP Recitation 3 A,3,Tu,17:00 - 17:50,Alumni Bldg,308,Staff,FALSE
ANTH,360,1,13458,LATIN AM ECON AND SOC,3,TuTh,14:00 - 15:15,Hanes Hall,112,"COLLOREDO-MANSFELD,RUDOLF J",FALSE
ANTH,361,1,10659,COMMUNITY IN INDIA AND S. ASIA,3,TuTh,14:00 - 15:15,Alumni Bldg,207,"MIDDLETON,CHRISTOPHER TOWNSEND",FALSE
ANTH,370,1,10088,DESCENDANTS PROJECT,4,TuTh,11:00 - 12:15,Alumni Bldg,203,"HINSON,GLENN D",FALSE
ANTH,375,1,13467,MEMORY IN SE ASIA,3,TuTh,11:00 - 12:15,Mitchell Hall,121A,"WIENER,MARGARET J",FALSE
ANTH,390,1,11771,SPECIAL TOPICS: MEDICAL ANTH,3,MWF,11:15 - 12:05 Anth of Fitness Cult,Phillips Hall,220,"Curtin,Emily Jeanne",FALSE
ANTH,390,2,11772,SPECIAL TOPICS: MEDICAL ANTH,3,MWF,"14:30 - 15:20 Gender, Sexuality, &",Greenlaw Hall,317,"Curtin,Emily Jeanne",FALSE
ANTH,390,3,13447,SPECIAL TOPICS: MEDICAL ANTH,3,TuTh,14:00 - 15:15 Bodies Under Capital,Alumni Bldg,205,"Curtin,Emily Jeanne",FALSE
ANTH,390,4,13448,SPECIAL TOPICS: MEDICAL ANTH,3,TuTh,15:30 - 16:45,Dey Hall,209,Staff,FALSE
ANTH,390,5,13449,SPECIAL TOPICS: MEDICAL ANTH,3,TuTh,12:30 - 13:45,Phillips Hall,220,Staff,FALSE
ANTH,390,6,13450,SPECIAL TOPICS: MEDICAL ANTH,3,MW,15:35 - 16:50,Mitchell Hall,121A,Staff,FALSE
ANTH,390,7,13451,SPECIAL TOPICS: MEDICAL ANTH,3,TuTh,11:00 - 12:15,Murphey Hall,302,Class Enrl Cap:24 Class Enrl Tot:0 Class Wait Cap:0 Class Wait Tot:0 Class Min Enrl:0,FALSE
ANTH,393,1,11565,ANTH INTERNSHIP,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,393,73,9764,ANTH INTERNSHIP,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,395,1,11310,RESEARCH IN ANTHROPOLOGY,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,395,36,11535,RESEARCH IN ANTHROPOLOGY,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,395,82,10526,RESEARCH IN ANTHROPOLOGY,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,395,89,11617,RESEARCH IN ANTHROPOLOGY,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,396,1,9107,IND READ OR STUDY ANTHRO,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,396,36,12836,IND READ OR STUDY ANTHRO,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,396,40,7702,IND READ OR STUDY ANTHRO,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,396,42,9354,IND READ OR STUDY ANTHRO,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,396,58,8795,IND READ OR STUDY ANTHRO,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,396,73,9301,IND READ OR STUDY ANTHRO,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,396,78,9345,IND READ OR STUDY ANTHRO,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,396,81,10370,IND READ OR STUDY ANTHRO,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,405,1,13457,"MENTAL HEALTH, PSYCH & CULTURE",3,MWF,12:20 - 13:10,Gardner Hall,1,"CHUA,JOCELYN LIM",FALSE
ANTH,406,1,7120,NATIVE WRITERS,3,MWF,12:20 - 13:10,Alumni Bldg,205,"LAMBERT,VALERIE L",FALSE
ANTH,409,1,14888,CURATING THINGS,3,TuTh,12:30 - 13:45,Alumni Bldg,404,"Fitts,Mary Elizabeth",FALSE
ANTH,414,1,11715,LAB METH: HUMAN OSTEO,3,MW,14:30 - 15:45,Alumni Bldg,404,"Hilton,Charles Edward",FALSE
ANTH,419,1,13465,ANTHROPOLOGICAL GIS,3,TuTh,09:30 - 10:45,Greenlaw Hall,319,"WEST,COLIN THOR",FALSE
ANTH,448,1,8636,"HEALTH & MEDICINE, AMER SOUTH",3,MWF,11:15 - 12:05,Woollen Gym,304,"KING,MARTHA E",FALSE
ANTH,471,1,13466,MATERNAL AND CHILD HEALTH,3,TuTh,15:30 - 16:45,Gardner Hall,1,"THOMPSON,AMANDA LOGAN",FALSE
ANTH,490,1,8829,UNDERGRAD SEMINAR ANTHRO,3,MWF,12:20 - 13:10 Systems Thinking & C,Mitchell Hall,9,"PRICE,CHARLES R",FALSE
ANTH,520,1,7506,LING PHONETICS,3,MWF,12:20 - 13:10,Dey Hall,304,"MORETON,ALFRED E",FALSE
ANTH,540,1,13468,ECOCRISES/CULTURAL TRANSITIONS,3,TuTh,14:00 - 15:15,Alumni Bldg,203,"WIENER,MARGARET J",FALSE
ANTH,541,1,8225,SOCIOLINGUISTICS,3,MWF,13:25 - 14:15,Dey Hall,304,"MORA-MARIN,DAVID F",FALSE
ANTH,582,1,13462,FIELDWORK MED ANTH,3,TuTh,12:30 - 13:45,Dey Hall,306,"RIVKIN-FISH,MICHELE R",FALSE
ANTH,590,1,14750,TOPICS IN ANTH I,3,TuTh,14:00 - 15:15,Alumni Bldg,404,"MARCOUX,JON B",FALSE
ANTH,674,1,13459,ISSUES IN CULTURAL HERITAGE,3,TuTh,15:30 - 16:45,Alumni Bldg,205,"MCANANY,PATRICIA A",FALSE
ANTH,701,1,6470,THEORY AND ETHNOGRAPHY,3,Tu,09:30 - 12:00,Alumni Bldg,308,"Smit,Douglas Karel",FALSE
ANTH,714,1,10661,ISSUES-PARTICIPATORY RESEARCH,1,,,,,"Stuesse,Angela Christine",TRUE
ANTH,850,1,13469,ENGAGING ETHNOGRAPHY,3,W,12:20 - 14:50,Greenlaw Hall,526A,"Stuesse,Angela Christine",FALSE
ANTH,897,3,11710,SEM: SELECTED TOPICS,1,W,15:30 - 18:00,Alumni Bldg,205,"NELSON,CHRISTOPHER T",FALSE
ANTH,897,4,11711,SEM: SELECTED TOPICS,1,M,15:30 - 18:00 Professionalization,Alumni Bldg,205,"MIDDLETON,CHRISTOPHER TOWNSEND",FALSE
ANTH,898,1,11708,SEM: SELECTED TOPICS,1,Th,09:30 - 12:00 Biomarkers,Alumni Bldg,308,"SORENSEN,MARK V",FALSE
ANTH,901,1,9127,READING & RESEARCH,1,TBA,TBA,TBA,TBA,"BUCHBINDER,MARA HELENE",FALSE
ANTH,901,2,3985,READING & RESEARCH,1,TBA,TBA,TBA,TBA,"STEPONAITIS,VINCAS P",FALSE
ANTH,901,3,11614,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
ANTH,901,36,9211,READING & RESEARCH,1,TBA,TBA,TBA,TBA,"HINSON,GLENN D",FALSE
ANTH,901,42,3986,READING & RESEARCH,1,TBA,TBA,TBA,TBA,"BILLMAN,BRIAN R",FALSE
ANTH,901,47,3987,READING & RESEARCH,1,TBA,TBA,TBA,TBA,"WIENER,MARGARET J",FALSE
ANTH,901,56,3988,READING & RESEARCH,1,TBA,TBA,TBA,TBA,"SLOCUM,KARLA",FALSE
ANTH,901,58,6740,READING & RESEARCH,1,TBA,TBA,TBA,TBA,"LAMBERT,VALERIE L",FALSE
ANTH,901,64,3989,READING & RESEARCH,1,TBA,TBA,TBA,TBA,"NELSON,CHRISTOPHER T",FALSE
ANTH,901,67,3990,READING & RESEARCH,1,TBA,TBA,TBA,TBA,"SORENSEN,MARK V",FALSE
ANTH,901,73,3991,READING & RESEARCH,1,TBA,TBA,TBA,TBA,"RIVKIN-FISH,MICHELE R",FALSE
ANTH,901,75,3992,READING & RESEARCH,1,TBA,TBA,TBA,TBA,"MCANANY,PATRICIA A",FALSE
ANTH,901,76,5957,READING & RESEARCH,1,TBA,TBA,TBA,TBA,"COLLOREDO-MANSFELD,RUDOLF J",FALSE
ANTH,901,78,6571,READING & RESEARCH,1,TBA,TBA,TBA,TBA,"THOMPSON,AMANDA LOGAN",FALSE
