Subject,Catalog Number,Section,Class Number,Title,Units,Days,Time,Building,Room Number,Instructor,Missing Attributes
EMES,608,1,11899,CONT MECH EARTH SCI,3,TBA,TBA,TBA,TBA,Staff,FALSE
EMES,655,1,14124,NOVEL STABLE ISOTOPES,3,TuTh,14:00 - 15:15,Mitchell Hall,205,"Liu,Xiaoming",FALSE
EMES,700,1,14917,EMERGING TOPICS IN EMES,3,W,15:35 - 17:30,TBA,TBA,"RODRIGUEZ,ANTONIO B",FALSE
EMES,701,1,14792,SCIENCE COMMUNICATION,3,F,12:20 - 14:50,Fetzer Hall,104,"MARCHETTI,ADRIAN",FALSE
EMES,857,1,14904,SEMINAR IN GEOCHEMISTRY,1,TuTh,15:30 - 18:00,TBA,TBA,"Liu,Xiaoming",FALSE
EMES,895,1,14752,SPEC TOPICS PHYSICAL OCEANOGR,1,MWF,09:05 - 09:55 Physical Oceanograph,TBA,TBA,"Rosman,Johanna",FALSE
ENEC,89,1,14056,FYS: SPECIAL TOPICS,3,TuTh,15:30 - 16:45 EXAMIN CAMPUS SUSTAI,Venable Hall,G311,"Cooke,Amy Elizabeth",FALSE
ENEC,201,1,7175,ENVIRONMENT AND SOCIETY,4,MWF,12:20 - 13:10,Hanes Art Center,121,"Gangi,Gregory Joseph",FALSE
ENEC,201,735,12736,ENVIRONMENT AND SOCIETY Recitation 4 A (In Person On Campus Learners),4,M,15:35 - 16:25,Stone Center,201,"Gangi,Gregory Joseph",FALSE
ENEC,202,402,7201,ENVIRONMENTAL SCIENCE Lab 4 A (In Person On Campus Learners),1,Tu,11:00 - 12:50,Venable Hall,3302,"BELL,GEOFFREY",FALSE
ENEC,222,1,9416,ESTUARINE PROCESSES,4,TuTh,15:30 - 16:45,Venable Hall,G307,"ALPERIN,MARC J",FALSE
ENEC,241,1,7204,SEMINAR THAI FIELD SITE,1,W,17:00 - 17:50,Venable Hall,G307,"Kamens,Richard M.",FALSE
ENEC,272,1,8937,LOCAL FLORA,4,MWF,10:10 - 11:00,Wilson Hall,128,Staff,FALSE
ENEC,272,402,14707,LOCAL FLORA Lab 4 A (In Person On Campus Learners),3,W,13:25 - 16:20,Wilson Hall,140,Staff,FALSE
ENEC,330,1,8569,PRINCIPLES OF SUSTAINABILITY,3,TuTh,11:00 - 12:15,Venable Hall,G307,"BouFajreldin,Lama",FALSE
ENEC,352,1,10047,MARINE FISHERIES ECOLOGY,3,MWF,12:20 - 13:10,Venable Hall,G307,"BELL,GEOFFREY",FALSE
ENEC,370,1,7505,AGRICULTURE & ENVR,3,MWF,11:15 - 12:05,Peabody Hall,3050,"Cooke,Amy Elizabeth",FALSE
ENEC,375,1,11218,ENVIRONMENTAL ADVOCACY,3,TuTh,11:00 - 12:15,Phillips Hall,222,Staff,FALSE
ENEC,393,1,8859,INTERNSHIP IN SUSTAINABILITY,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,393,2,8867,INTERNSHIP IN SUSTAINABILITY,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,393,6,8861,INTERNSHIP IN SUSTAINABILITY,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,393,7,8862,INTERNSHIP IN SUSTAINABILITY,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,393,8,7395,INTERNSHIP IN SUSTAINABILITY,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,393,12,7618,INTERNSHIP IN SUSTAINABILITY,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,393,13,7421,INTERNSHIP IN SUSTAINABILITY,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,393,23,7729,INTERNSHIP IN SUSTAINABILITY,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,393,35,7714,INTERNSHIP IN SUSTAINABILITY,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,393,42,7713,INTERNSHIP IN SUSTAINABILITY,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,393,50,10532,INTERNSHIP IN SUSTAINABILITY,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,395,1,8866,ENEC RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,395,10,7705,ENEC RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,395,38,7695,ENEC RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,395,39,7696,ENEC RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,395,41,7697,ENEC RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,395,61,13297,ENEC RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,396,1,8114,DIRECTED READINGS,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,396,2,8115,DIRECTED READINGS,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,435,1,14679,GROUNDWATER,3,TuTh,09:30 - 10:45,Mitchell Hall,205,"Sebastian,Antonia",FALSE
ENEC,437,1,11874,CLIMATE CHANGE VULNERABILITY,3,TuTh,12:30 - 13:45,Carolina Hall,204,"Gray,Clark L.",FALSE
ENEC,444,1,12829,MARINE PHYTOPLANKTON,3,MWF,10:10 - 11:00,Murray Hall,G201,"MARCHETTI,ADRIAN",FALSE
ENEC,468,1,8583,TEMPORAL GIS AND GEOSTATISTICS,3,TuTh,08:00 - 09:15,Dey Hall,307,"Serre,Marc L.",FALSE
ENEC,490,2,14025,ENEC SPECIAL TOPICS,1,Tu,14:30 - 15:45 Drones in the Envion,Dey Hall,204,"BELL,GEOFFREY",FALSE
ENEC,490,3,10035,ENEC SPECIAL TOPICS,1,MW,15:35 - 16:50 Business and the Env,Davie Hall,101,Staff,FALSE
ENEC,490,4,10036,ENEC SPECIAL TOPICS,1,TuTh,11:00 - 12:15,Carolina Hall,322,"YATES,ANDREW JAMES",FALSE
ENEC,490,5,10334,ENEC SPECIAL TOPICS,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,490,6,12840,ENEC SPECIAL TOPICS,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,490,7,12838,ENEC SPECIAL TOPICS,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,492,1,9667,SOC SCI RESEARCH METHODS,3,TuTh,12:30 - 13:45,Hanes Hall,112,"BouFajreldin,Lama",FALSE
ENEC,493,1,8856,ENVIRONMENTAL INTERNSHIP,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,493,2,8857,ENVIRONMENTAL INTERNSHIP,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,493,3,8630,ENVIRONMENTAL INTERNSHIP,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,493,4,7422,ENVIRONMENTAL INTERNSHIP,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,493,5,8858,ENVIRONMENTAL INTERNSHIP,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,493,6,8869,ENVIRONMENTAL INTERNSHIP,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,493,50,10529,ENVIRONMENTAL INTERNSHIP,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,548,1,10194,SUSTAINABLE ENERGY SYSTEMS,3,TuTh,15:30 - 16:45,Caldwell Hall,103,"KITTNER,NOAH R",FALSE
ENEC,562,1,14026,STAT FOR ENV SCIENTISTS,4,TuTh,12:30 - 13:45,Phillips Hall,222,"UMBANHOWAR,JAMES A",FALSE
ENEC,569,1,12558,CURR ISSUES IN ECOL,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,593,1,7208,ENVIRONMENTAL PRACTICUM,1,Tu,12:30 - 13:30,Murphey Hall,117,"Cooke,Amy Elizabeth",FALSE
ENEC,593,2,8112,ENVIRONMENTAL PRACTICUM,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,891,1,12837,SPECIAL TOPICS IN ECOLOGY,2,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,891,2,13135,SPECIAL TOPICS IN ECOLOGY,2,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,891,48,10488,SPECIAL TOPICS IN ECOLOGY,2,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,961,1,7249,RESEARCH IN ECOLOGY,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,961,5,7250,RESEARCH IN ECOLOGY,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,961,6,7251,RESEARCH IN ECOLOGY,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,961,7,7252,RESEARCH IN ECOLOGY,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,961,36,7677,RESEARCH IN ECOLOGY,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,961,37,7612,RESEARCH IN ECOLOGY,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,993,1,7253,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Nye,Janet Ashley",FALSE
ENEC,993,2,7254,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Fodrie,Fredrick Joel",FALSE
ENEC,993,3,7255,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"WEAKLEY,ALAN S",FALSE
ENEC,993,4,7256,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Fodrie,Fredrick Joel",FALSE
ENEC,993,5,7257,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Hino,Miyuki",FALSE
ENEC,993,6,7258,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"HURLBERT,ALLEN HARTLEY",FALSE
ENEC,993,7,7259,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Dubbs,Lindsay Laura",FALSE
ENEC,993,8,7260,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"RANDALL,JOHN L",FALSE
ENEC,993,9,7261,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Cohen,Susan",FALSE
ENEC,993,10,7262,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"McCoy,Sophie",FALSE
ENEC,993,16,7981,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"WEST,COLIN THOR",FALSE
ENEC,993,20,8041,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"CASTILLO,KARL DAVID",FALSE
ENEC,993,31,11233,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"PFENNIG,KARIN S",FALSE
ENEC,993,36,7982,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"BRUNO,JOHN F",FALSE
ENEC,993,41,7965,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"KITTNER,NOAH R",FALSE
ENEC,993,42,9293,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"O'Parks,Caela Brighid Casey",FALSE
ENEC,993,46,8761,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,993,47,8392,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,993,48,8793,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,993,49,8811,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,993,50,9700,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,993,51,11585,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,994,1,7263,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"Nye,Janet Ashley",FALSE
ENEC,994,2,7264,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"Fodrie,Fredrick Joel",FALSE
ENEC,994,3,7265,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"WEAKLEY,ALAN S",FALSE
ENEC,994,4,7266,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"Hino,Miyuki",FALSE
ENEC,994,5,7267,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"HURLBERT,ALLEN HARTLEY",FALSE
ENEC,994,6,7268,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"Dubbs,Lindsay Laura",FALSE
ENEC,994,7,7269,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"RANDALL,JOHN L",FALSE
ENEC,994,8,7270,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"Cohen,Susan",FALSE
ENEC,994,9,7271,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"McCoy,Sophie",FALSE
ENEC,994,10,7272,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"WEST,COLIN THOR",FALSE
ENEC,994,11,9123,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"CASTILLO,KARL DAVID",FALSE
ENEC,994,16,7449,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"PFENNIG,KARIN S",FALSE
ENEC,994,17,7450,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"BRUNO,JOHN F",FALSE
ENEC,994,21,7674,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"KITTNER,NOAH R",FALSE
ENEC,994,22,7539,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"O'Parks,Caela Brighid Casey",FALSE
ENEC,994,31,8459,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,994,41,8435,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,994,46,7971,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,994,47,9770,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,994,48,9119,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,994,50,8846,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,994,51,9821,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,994,52,9822,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
EURO,159,6,4807,EUROPE AND THE WORLD,3,MW,11:15 - 12:05,Davie Hall,112,Staff,FALSE
EURO,190,1,14300,SPECIAL TOPICS IN EURO STUDIES,1,M,12:20 - 13:10,Dey Hall,403,Staff,FALSE
EURO,239,1,6633,INTRO EUROPEAN GOVT,3,TuTh,15:30 - 16:45,Fetzer Hall,106,Staff,FALSE
EURO,257,6,14348,POSTWAR GERMANY,3,MW,12:20 - 13:20,Murphey Hall,104,Staff,FALSE
EURO,257,601,14355,POSTWAR GERMANY Recitation 3 A (In Person On Campus Learners),3,Th,15:30 - 16:20,Murphey Hall,222,Staff,FALSE
EURO,347,1,14409,FASCIST CHALLENGES,3,,,,,Staff,TRUE
EURO,442,1,9397,INTL POL ECONOMY,3,TuTh,11:00 - 12:15,Hamilton Hall,452,"Lim,Junghyun",FALSE
EURO,460,1,8250,INTERNATIONAL ECON,3,MW,13:25 - 14:40,Gardner Hall,309,"VAIDYANATHAN,GEETHA",FALSE
EURO,460,2,9508,INTERNATIONAL ECON,3,MW,15:35 - 16:50,Gardner Hall,309,"VAIDYANATHAN,GEETHA",FALSE
EURO,486,1,14482,MODERN RUSSIAN WOMEN WRITERS,3,TuTh,11:00 - 12:15,Dey Hall,404,"SHVABRIN,STANISLAV",FALSE
EURO,490,1,14892,ADVACNED TOPICS EURO STUDIES,1,M,12:20 - 13:10,Dey Hall,208,"LAYNE,PRISCILLA DIONNE",FALSE
EXSS,20,1,12261,INTERMEDIATE BALLET,1,TuTh,09:30 - 10:45,Woollen Gym,B017,"Strong III,James Doyce",FALSE
EXSS,30,1,12262,ADVANCED BALLET,1,TuTh,11:00 - 12:15,Woollen Gym,B017,"Strong III,James Doyce",FALSE
EXSS,141,1,14179,PERSONAL HEALTH,3,TuTh,09:30 - 10:45,Fetzer Hall,109,Staff,FALSE
EXSS,155,1,12441,HUMAN ANATOMY & PHYSIOLOGY I,3,,,,,"Ondrak,Kristin Sutika",TRUE
EXSS,180,1,14345,PHYS ACTIVITY CONTEMP SOCIETY,3,TuTh,08:00 - 09:15,Woollen Gym,303,"Nedimyer,Aliza Kamman",FALSE
EXSS,180,2,14346,PHYS ACTIVITY CONTEMP SOCIETY,3,TuTh,09:30 - 10:45,Woollen Gym,303,"Nedimyer,Aliza Kamman",FALSE
EXSS,181,1,4389,SPORT AND EXERCISE PSYCHOLOGY,3,MWF,09:05 - 09:55,Woollen Gym,304,"DEFREESE,JONATHAN D",FALSE
EXSS,181,2,7954,SPORT AND EXERCISE PSYCHOLOGY,3,MWF,10:10 - 11:00,Greenlaw Hall,101,"DEFREESE,JONATHAN D",FALSE
EXSS,181,3,10497,SPORT AND EXERCISE PSYCHOLOGY,3,TuTh,14:00 - 15:15,Woollen Gym,302,"Beisecker,Ling",FALSE
EXSS,205,1,9970,SPORT SKILLS I,3,TuTh,09:30 - 10:45,Woollen Gym,304,"Norris,Sherry Kinlaw",FALSE
EXSS,207,1,4403,COACHING PRINCIPLES,3,MWF,11:15 - 12:05,Woollen Gym,302,"Norris,Sherry Kinlaw",FALSE
EXSS,220,1,4407,FITNESS MANAGEMENT,3,TuTh,12:30 - 13:45,Woollen Gym,302,"Schimmelfing,Leon R.",FALSE
EXSS,221,1,4294,INTRO TO SPORT ADMIN,3,TuTh,11:00 - 12:15,Fetzer Hall,109,"McDonnell Jr,Wayne Gerard",FALSE
EXSS,221,2,4295,INTRO TO SPORT ADMIN,3,TuTh,12:30 - 13:45,Fetzer Hall,109,"PATTERSON,ANTHONY F",FALSE
EXSS,256,1,14185,HUMAN ANATOMY & PHYSIOLOGY II,3,TuTh,12:30 - 13:45,Manning Hall,209,"Ondrak,Kristin Sutika",FALSE
EXSS,265,1,14413,FUNDMNTLS OF SPORTS MEDICINE,3,TuTh,09:30 - 10:45,Woollen Gym,301,Staff,FALSE
EXSS,273,1,4396,RESEARCH IN EXSS,3,TuTh,11:00 - 12:15,Fetzer Hall,104,"Kucera,Kristen L.",FALSE
EXSS,273,2,4397,RESEARCH IN EXSS,3,TuTh,08:00 - 09:15,Fetzer Hall,104,"Kerr,Zachary Yukio",FALSE
EXSS,273,3,8998,RESEARCH IN EXSS,3,MWF,12:20 - 13:10,Woollen Gym,303,"DEFREESE,JONATHAN D",FALSE
EXSS,273,4,14186,RESEARCH IN EXSS,3,TuTh,14:00 - 15:15,Woollen Gym,304,Staff,FALSE
EXSS,288,1,4390,EMERGENCY CARE,3,MWF,08:00 - 08:50,Woollen Gym,301,Staff,FALSE
EXSS,288,2,4391,EMERGENCY CARE,3,MWF,13:25 - 14:15,Woollen Gym,301,Staff,FALSE
EXSS,288,3,4392,EMERGENCY CARE,3,TuTh,08:00 - 08:50,Woollen Gym,304,Staff,FALSE
EXSS,288,4,6523,EMERGENCY CARE,3,TuTh,12:30 - 13:45,Woollen Gym,303,"Nedimyer,Aliza Kamman",FALSE
EXSS,290,1,14199,SPECIAL TOPICS IN EXSS,3,MWF,10:10 - 11:00,Woollen Gym,301,"Pratt,Angela Noelle",FALSE
EXSS,290,2,14200,SPECIAL TOPICS IN EXSS,3,MWF,12:20 - 13:10,Woollen Gym,301,"Pratt,Angela Noelle",FALSE
EXSS,322,1,4296,FNDMNTLS SPT MARKETING,3,TuTh,09:30 - 10:45,Fetzer Hall,106,Staff,FALSE
EXSS,323,1,6627,SPT FAC & EVENT MGMT,3,TuTh,14:00 - 15:15,Fetzer Hall,104,Staff,FALSE
EXSS,324,1,6628,FINANC ECON OF SPORT,3,TuTh,08:00 - 09:15,Fetzer Hall,109,"McDonnell Jr,Wayne Gerard",FALSE
EXSS,360,1,4302,SPORTS NUTRITION,3,TuTh,11:00 - 12:15,Woollen Gym,301,"Ryan,ABBIE E",FALSE
EXSS,366,1,14369,FNDS OF SPORTS MED REHAB,3,MWF,11:15 - 12:05,Woollen Gym,301,"Wikstrom,Erik A.",FALSE
EXSS,376,1,4301,PHYSIOL HUMAN PERF,4,MWF,09:05 - 09:55,Fetzer Hall,104,"Blue,Malia Nikole Melvin",FALSE
EXSS,376,2,4441,PHYSIOL HUMAN PERF,4,TuTh,08:00 - 09:15,Fetzer Hall,106,"BATTAGLINI,CLAUDIO L",FALSE
EXSS,376,3,8637,PHYSIOL HUMAN PERF,4,TuTh,12:30 - 13:45,Fetzer Hall,104,"Ryan,ABBIE E",FALSE
EXSS,380,1,4400,NEUROMUSC CONTROL/LEARNING,3,TuTh,11:00 - 12:15,Fetzer Hall,106,Staff,FALSE
EXSS,380,2,6992,NEUROMUSC CONTROL/LEARNING,3,TuTh,12:30 - 13:45,Fetzer Hall,106,"PIETROSIMONE,BRIAN G",FALSE
EXSS,380,3,8999,NEUROMUSC CONTROL/LEARNING,3,TuTh,09:30 - 10:45,Fetzer Hall,104,"Blackburn,Jonathan T.",FALSE
EXSS,385,1,4366,BIOMECHAN OF SPORT,3,MWF,13:25 - 14:15,Woollen Gym,303,Staff,FALSE
EXSS,385,2,8300,BIOMECHAN OF SPORT,3,TuTh,08:00 - 09:15,Woollen Gym,301,"Mihalik,Jason Peter",FALSE
EXSS,385,3,14223,BIOMECHAN OF SPORT,3,TuTh,15:30 - 16:45,Woollen Gym,304,"PETSCHAUER,MEREDITH A",FALSE
EXSS,393,2,12452,SPORTS MEDICINE CLINICAL Clinical 1 - 3 A (In Person On Campus Learners),1,TBA,TBA,TBA,TBA,"WALKER,NINA",FALSE
EXSS,395,29,11280,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"OSBORNE,BARBARA J",FALSE
EXSS,395,32,8478,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"BATTAGLINI,CLAUDIO L",FALSE
EXSS,395,33,8106,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Blackburn,Jonathan T.",FALSE
EXSS,395,34,9304,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"PETSCHAUER,MEREDITH A",FALSE
EXSS,395,40,13100,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Mihalik,Jason Peter",FALSE
EXSS,395,41,9305,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"RYAN,ERIC D",FALSE
EXSS,395,42,8485,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"WEIGHT,ERIANNE ALLEN",FALSE
EXSS,395,43,8084,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Ryan,ABBIE E",FALSE
EXSS,395,44,8494,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Mihalik,Johna K.",FALSE
EXSS,395,45,7726,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"PIETROSIMONE,BRIAN G",FALSE
EXSS,395,46,7725,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Kucera,Kristen L.",FALSE
EXSS,395,47,9306,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"POPP,NELS",FALSE
EXSS,395,48,7724,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"HANSON,ERIK D",FALSE
EXSS,395,49,8477,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Wikstrom,Erik A.",FALSE
EXSS,395,52,8484,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Jensen,Jonathan Arthur",FALSE
EXSS,395,54,7587,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"DEFREESE,JONATHAN D",FALSE
EXSS,395,55,10374,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Kiefer,Adam C.",FALSE
EXSS,395,57,11583,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Ondrak,Kristin Sutika",FALSE
EXSS,395,60,12007,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Blue,Malia Nikole Melvin",FALSE
EXSS,395,62,12008,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Nedimyer,Aliza Kamman",FALSE
EXSS,395,63,12009,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Courtney,Jimikaye Beck",FALSE
EXSS,395,65,13208,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"PATTERSON,ANTHONY F",FALSE
EXSS,396,1,7088,IND STUDIES IN EXSS,1,TBA,TBA,TBA,TBA,Staff,FALSE
EXSS,396,29,12805,IND STUDIES IN EXSS,1,TBA,TBA,TBA,TBA,"OSBORNE,BARBARA J",FALSE
EXSS,396,41,13227,IND STUDIES IN EXSS,1,TBA,TBA,TBA,TBA,"RYAN,ERIC D",FALSE
EXSS,396,65,12934,IND STUDIES IN EXSS,1,TBA,TBA,TBA,TBA,"PATTERSON,ANTHONY F",FALSE
EXSS,408,1,14374,STRENGTH TRAINING THEORY,3,TuTh,09:30 - 10:45,Woollen Gym,302,"Aguilar,Alain J.",FALSE
EXSS,410,1,7848,EXERCISE TESTING PRESCRIPTION,4,TuTh,12:30 - 13:45,Woollen Gym,304,"RYAN,ERIC D",FALSE
EXSS,410,402,14948,EXERCISE TESTING PRESCRIPTION Lab 4 A (In Person On Campus Learners),3,Tu,15:30 - 17:00,TBA,TBA,Staff,FALSE
EXSS,430,1,14230,LDSHIP & GROUP DYNAMICS,3,MWF,12:20 - 13:10,Fetzer Hall,106,"PATTERSON,ANTHONY F",FALSE
EXSS,493,1,5867,FIELD EXPERIENCE SPORT ADMIN,3,TBA,TBA,TBA,TBA,Staff,FALSE
EXSS,580,1,14232,HUMAN NEUROMECHANICS,3,TuTh,14:00 - 15:15,Woollen Gym,301,"Kiefer,Adam C.",FALSE
EXSS,593,1,6988,PRACTICUM IN FITNESS,1,TBA,TBA,TBA,TBA,"Aguilar,Alain J.",FALSE
EXSS,700,2,7613,STATS & RESEARCH METH,3,WF,08:00 - 09:15,Woollen Gym,303,"Courtney,Jimikaye Beck",FALSE
EXSS,705,1,9981,RESEARCH DESIGN & METHODS,1,F,09:30 - 10:30,Fetzer Hall,106,"Courtney,Jimikaye Beck",FALSE
EXSS,705,2,11074,RESEARCH DESIGN & METHODS,1,W,13:35 - 14:35,Woollen Gym,302,"PATTERSON,ANTHONY F",FALSE
EXSS,732,1,4368,ANATOMY ATHL TRAIN,4,MWF,11:15 - 13:05,TBA,TBA,"PADUA,DARIN A",FALSE
EXSS,736,1,14382,CLIN ATH TRAIN,3,TuTh,09:30 - 10:45,TBA,TBA,"Mihalik,Johna K.",FALSE
EXSS,737,1,4370,ADV MUS ASSESS&TREATMENT,3,TuTh,08:00 - 09:15,Woollen Gym,302,"PETSCHAUER,MEREDITH A",FALSE
EXSS,740,1,4297,ADMINISTRATION OF SPORT,3,MW,12:15 - 13:30,Fetzer Hall,104,"WEIGHT,ERIANNE ALLEN",FALSE
