Subject,Catalog Number,Section,Class Number,Title,Units,Days,Time,Building,Room Number,Instructor,Missing Attributes
MEJO,376,1,7066,SPORTS MKTG & ADV,3,TuTh,14:00 - 15:15,Carroll,283,"Sweeney,John Matthew",FALSE
MEJO,377,1,7067,SPORTS COMM,3,TuTh,11:00 - 12:15,Carroll,283,"Sweeney,John Matthew",FALSE
MEJO,377,2,10772,SPORTS COMM,3,TuTh,09:30 - 10:45,Carroll,283,"Freeman III,Livis James",FALSE
MEJO,379,1,7058,AD-PR RESEARCH,3,MW,15:30 - 16:45,Carroll,143,Staff,FALSE
MEJO,379,2,7059,AD-PR RESEARCH,3,TuTh,12:30 - 13:45,Carroll,143,"McGuigan,Lee James",FALSE
MEJO,379,3,7060,AD-PR RESEARCH,3,TuTh,08:00 - 09:15,Carroll,143,"McGuigan,Lee James",FALSE
MEJO,379,4,7100,AD-PR RESEARCH,3,MW,11:00 - 12:15,Carroll,143,"Harrison,Kristen Suzanne",FALSE
MEJO,379,5,7166,AD-PR RESEARCH,3,TuTh,14:00 - 15:15,Carroll,143,"Shaw,Jessica",FALSE
MEJO,393,1,7068,JOURNALISM MEDIA INTERNSHIP,1,TBA,TBA,TBA,TBA,"EUBANK,JOHN Y",FALSE
MEJO,421,1,7069,TV REPORTING AND PRODUCING,3,TuTh,15:30 - 16:45,Curtis Media Center,301,"Dancy,Shelvia",FALSE
MEJO,424,1,7071,MEDIA MGMT AND POLICY,3,MW,11:00 - 12:00,Carroll,58,"Meredith Jr,Samuel Lee",FALSE
MEJO,425,1,10476,VOICE AND DICTION,3,TuTh,11:00 - 12:15,Curtis Media Center,202,"Dancy,Shelvia",FALSE
MEJO,426,1,7072,RADIO AND PODCASTS,3,F,11:00 - 13:45,TBA,TBA,"Hochberg,Adam K",FALSE
MEJO,433,1,7209,UX STRATEGY AND DESIGN,3,M,09:00 - 11:45,TBA,TBA,Staff,FALSE
MEJO,433,2,7239,UX STRATEGY AND DESIGN,3,Tu,09:00 - 11:45,TBA,TBA,Staff,FALSE
MEJO,438,1,12355,AD IN THE AGE OF ALEXA,3,MW,15:30 - 16:45,Carroll,11,"Killeffer,Louis Macmilla",FALSE
MEJO,442,1,9434,"GENDR,CLASS,RACE & MASS MEDIA",3,TuTh,15:30 - 16:45,Carroll,11,"FRIEDMAN,BARBARA G",FALSE
MEJO,455,1,7080,CREATIVE SPORTSWRITING,3,MW,15:30 - 16:45,Curtis Media Center,302,"Crothers,Timothy W.",FALSE
MEJO,459,1,14720,COMMUNITY JOURN,3,TuTh,14:00 - 15:15,TBA,TBA,"Kenney II,Carl William",FALSE
MEJO,463,1,7082,NEWS LAB,3,TuTh,09:30 - 10:45,Carroll,11,"Meredith Jr,Samuel Lee",FALSE
MEJO,469,1,12352,HEALTH COMM & MARKETING,3,MW,11:00 - 12:15,Carroll,283,"Sherman,Peter K",FALSE
MEJO,475,1,7085,CONCEPTS OF MARKETING,3,MW,09:30 - 10:45,Curtis Media Center,202,"HENNINK-KAMINSKI,HEIDI JO",FALSE
MEJO,476,1,14542,ETH ISS & SPORTS COMM,3,TuTh,08:00 - 09:15,Carroll,283,"Sweeney,John Matthew",FALSE
MEJO,482,1,7086,MEDIA DESIGN,3,MW,17:00 - 18:45,Carroll,60,"Mendenhall,Grayson K.",FALSE
MEJO,484,1,7087,INFO GRAPHICS,3,MW,10:00 - 11:45,Carroll,59,"OLIVER,TERENCE",FALSE
MEJO,489,1,12353,"PHOTO, LIGHT & BUSI TECHNIQUES",3,MW,10:00 - 11:45,Carroll,11,"Dooney,Phyllis B",FALSE
MEJO,490,1,11478,SPCL TOPS IN MASS COMM,1,TuTh,09:30 - 10:45 WorkroomFasHMashEdit,Curtis Media Center,2,"MCMAHAN,DANA H",FALSE
MEJO,490,2,12350,SPCL TOPS IN MASS COMM,1,MW,11:00 - 12:15 Celebrity&Entertainm,Curtis Media Center,202,"Dixon-Green,Julie",FALSE
MEJO,490,3,12657,SPCL TOPS IN MASS COMM,1,MW,14:00 - 15:15 Covering&Engaging La,Curtis Media Center,301,"Mangual-Santiago,Leyla",FALSE
MEJO,490,4,15038,SPCL TOPS IN MASS COMM,1,MW,14:00 - 15:15 VR/AR Storytelling,Carroll,11,"KING,STEVEN T",FALSE
MEJO,490,5,15167,SPCL TOPS IN MASS COMM,1,M,17:00 - 19:30 Health Marketing,Carroll,142,Staff,FALSE
MEJO,490,6,15278,SPCL TOPS IN MASS COMM,1,Tu,17:00 - 19:30 Advance Creative,Curtis Media Center,302,"Bennett,Jonathan Mitchell",FALSE
MEJO,500,1,14611,FREELANCE FUNDAMENTALS,3,TBA,TBA,TBA,TBA,"Heartwood,Chad STEVENS",FALSE
MEJO,522,1,7070,PROD TV NEWS,3,W,09:00 - 12:30,Curtis Media Center,101,"Mangual-Santiago,Leyla",FALSE
MEJO,531,1,7074,CASE STUDIES PUBLIC RELATIONS,3,MW,12:30 - 13:45,Carroll,283,Staff,FALSE
MEJO,531,2,7075,CASE STUDIES PUBLIC RELATIONS,3,TuTh,09:30 - 10:45,Carroll,143,"Boynton,Lois A.",FALSE
MEJO,531,4,11289,CASE STUDIES PUBLIC RELATIONS,3,TuTh,17:00 - 18:15,Carroll,283,"Czabovsky,Lightning Ele Hulud",FALSE
MEJO,532,1,9632,INTERNATIONAL PUBLIC RELATIONS,3,MW,14:00 - 15:15,Carroll,141,"Lee,Suman",FALSE
MEJO,533,1,7076,CRISIS COMMUNICATION,3,TuTh,15:30 - 16:45,Carroll,143,"FIELDS,VALERIE K",FALSE
MEJO,541,1,10571,ECONOMICS REPORTING,3,TuTh,09:30 - 10:45,Curtis Media Center,302,"LaRoche,Michelle Diane",FALSE
MEJO,544,1,10475,CAREER EXPLORATION AND PREP,3,TuTh,12:30 - 13:45,Curtis Media Center,202,"Freeman III,Livis James",FALSE
MEJO,550,1,10472,BUSINESS AND THE MEDIA,3,TuTh,12:30 - 13:45,Carroll,141,"LaRoche,Michelle Diane",FALSE
MEJO,553,1,7101,ADVANCED REPORTING,3,MW,15:30 - 16:45,Curtis Media Center,301,"McIntyre,Erin Elizabeth",FALSE
MEJO,557,1,7081,NEWS EDITING,3,MW,14:00 - 15:45,Carroll,142,"Bechtel,Andrew Ross",FALSE
MEJO,560,1,10597,ENVIRONMENTAL & SCIENCE JOURN,3,MW,14:00 - 15:15,TBA,TBA,"LINDEN,THOMAS R",FALSE
MEJO,569,1,13806,BEH SCI HEALTH COM,3,MW,12:30 - 13:45,Carroll,142,"DILLMAN CARPENTIER,FRANCESCA R",FALSE
MEJO,570,1,12379,DATA DRIVEN JOURNALISM,3,TuTh,12:30 - 13:45,Curtis Media Center,302,"Thornburg,Ryan Michael",FALSE
MEJO,572,1,7083,ART DIRECTION IN ADVERTISING,3,TuTh,15:30 - 16:45,Curtis Media Center,2,"MCMAHAN,DANA H",FALSE
MEJO,577,1,7084,THE BRANDING OF ME,3,W,17:00 - 19:45,Curtis Media Center,202,"Kayye,Gary V.",FALSE
MEJO,581,1,7089,UX DESIGN AND USABILITY,3,TuTh,12:30 - 13:45,Carroll,58,"Ruel,LAURA A",FALSE
MEJO,581,2,15001,UX DESIGN AND USABILITY,3,TuTh,15:30 - 16:45,Carroll,58,"Ruel,LAURA A",FALSE
MEJO,583,1,10570,ADVANCED INTERACTIVE MEDIA,3,MW,12:30 - 13:45,Carroll,11,"KING,STEVEN T",FALSE
MEJO,588,1,7090,EMERGING TECHNOLOGIES,3,M,14:00 - 16:45,Carroll,283,"Ammerman,William Lewis",FALSE
MEJO,589,1,7088,MOTION GRAPHICS,3,MW,14:00 - 15:45,Carroll,59,"OLIVER,TERENCE",FALSE
MEJO,592,1,7167,FASIONMASH PRODUCT DESIGN,3,TuTh,14:00 - 15:15,Curtis Media Center,2,"MCMAHAN,DANA H",FALSE
MEJO,596,12,12971,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,14,13023,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,15,7235,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,16,7259,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,17,7254,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,19,10004,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,20,7222,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,22,12925,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,26,7200,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,27,10071,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,28,7221,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,29,7137,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,30,7262,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,35,9784,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,36,10861,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,40,10914,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,42,10903,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,43,7232,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,46,7149,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,53,7223,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,55,12922,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,59,7130,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,62,7161,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,63,7148,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,64,7155,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,66,7139,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,67,7131,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,69,12748,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,71,7261,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,72,7202,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,73,7203,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,74,7138,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,75,7156,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,76,7132,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,77,7231,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,83,7201,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,88,10041,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,89,7159,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,90,7153,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,92,7233,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,96,7136,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,97,7260,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,596,99,7199,INDV STUDY,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,713,975,7093,MEDIA ANALYTICS,3,TBA,TBA,TBA,TBA,"Zhao,Xinyan",FALSE
MEJO,719,975,7094,LEADERSHIP & ENTREPRENEURSHIP,3,TBA,TBA,TBA,TBA,"Porto,Marisa",FALSE
MEJO,722,975,9756,THE BUSINESS OF MEDIA,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,725,75,12382,MEDIA INNOVATION IN PRACTICE,3,TBA,TBA,TBA,TBA,"Sheppard,Kathleen H",FALSE
MEJO,732,1,7095,PUBLIC REL & STRATEGIC WRITING,3,MW,11:00 - 12:15,Carroll,338,"Boynton,Lois A.",FALSE
MEJO,754,1,13648,ADVANCED REPORTING,3,TuTh,08:00 - 09:15,Curtis Media Center,302,"CUADROS,PAUL F",FALSE
MEJO,755,1,13649,NARRATIVE WRITING,3,MW,09:30 - 10:45,Curtis Media Center,301,"McIntyre,Erin Elizabeth",FALSE
MEJO,759,1,13650,PUBLIC LIFE REPORTING II,3,W,16:45 - 19:30,Carroll,338,Staff,FALSE
MEJO,793,1,12384,GRADUATE INTERNSHIP/PRACTICUM,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,811,1,7207,PERSUASION & SOCIAL INFLUENCE,3,W,09:30 - 12:15,TBA,TBA,"COMELLO,MARIA LEONORA G",FALSE
MEJO,825,1,10576,IHC SEMINAR,3,Tu,09:30 - 12:15,Carroll,305,"COMELLO,MARIA LEONORA G",FALSE
MEJO,841,1,13814,RES IN MEDIA INTERSECTIONALITY,3,W,14:00 - 16:45,TBA,TBA,"Harrison,Kristen Suzanne",FALSE
MEJO,850,1,7096,QUALITATIVE RESEARCH METHODS,3,Th,09:30 - 12:15,Carroll,338,"FRIEDMAN,BARBARA G",FALSE
MEJO,890,1,7098,SPECIAL TOPICS SMNR,3,M,"09:05 - 11:50 Politics, Publics &",Curtis Media Center,303,"KREISS,DANIEL R",FALSE
MEJO,890,2,7237,SPECIAL TOPICS SMNR,3,MW,12:30 - 13:45 Advanced Statistics,Curtis Media Center,303,"Zhao,Xinyan",FALSE
MEJO,900,20,7230,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,22,9797,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,23,15965,READING & RESEARCH,1,TBA,TBA,TBA,TBA,"LaRoche,Michelle Diane",FALSE
MEJO,900,24,9795,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,25,7191,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,27,9796,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,28,7183,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,30,7234,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,34,7192,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,40,7219,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,50,7253,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,58,7243,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,60,7184,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,61,7150,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,62,9798,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,63,7205,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,64,7134,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,65,7224,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,69,7135,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,71,7242,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,73,7225,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,76,7217,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,78,7158,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,79,7160,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,80,7189,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,82,7185,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,87,7204,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,88,7190,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,93,7154,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,94,7218,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,96,15964,READING & RESEARCH,1,TBA,TBA,TBA,TBA,"OLIVER,TERENCE",FALSE
MEJO,900,98,7186,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,900,99,7187,READING & RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,14,15114,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,21,12480,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,22,10631,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,24,9580,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,"Mcgregor,Shannon Custer",FALSE
MEJO,992,25,9800,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,28,7213,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,"Czabovsky,Lightning Ele Hulud",FALSE
MEJO,992,29,7102,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,34,7103,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,37,7129,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,38,12484,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,40,7133,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,43,12483,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,46,12475,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,47,12478,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,"Zhao,Xinyan",FALSE
MEJO,992,50,7168,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,52,15121,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,"Dancy,Shelvia",FALSE
MEJO,992,55,7169,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,"AIKAT,DEBASHIS",FALSE
MEJO,992,58,7104,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,59,7245,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,60,7244,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,61,7212,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,"Boynton,Lois A.",FALSE
MEJO,992,63,7128,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,"HESTER,RHONDA G",FALSE
MEJO,992,64,7214,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,65,7182,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,67,7105,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,73,7126,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,"Ruel,LAURA A",FALSE
MEJO,992,74,7215,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,76,7170,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,77,7106,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,"Bechtel,Andrew Ross",FALSE
MEJO,992,78,7211,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,79,7216,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,80,7171,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,"DILLMAN CARPENTIER,FRANCESCA R",FALSE
MEJO,992,81,12477,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,82,7107,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,"HENNINK-KAMINSKI,HEIDI JO",FALSE
MEJO,992,83,7108,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,"BARNES,SPENCER RYAN",FALSE
MEJO,992,85,7127,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,86,7109,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,87,7110,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,88,7172,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,"MCDONALD,TREVY A",FALSE
MEJO,992,90,9581,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,"MCMAHAN,DANA H",FALSE
MEJO,992,92,7210,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,93,7173,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,"Austin,Lucinda Lee Swanson",FALSE
MEJO,992,94,7111,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,992,96,9583,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,"OLIVER,TERENCE",FALSE
MEJO,992,98,7174,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,"COMELLO,MARIA LEONORA G",FALSE
MEJO,992,99,7175,MASTER'S (NON-THESIS),3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,993,24,12479,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Mcgregor,Shannon Custer",FALSE
MEJO,993,25,7112,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"NOAR,SETH MICHAEL",FALSE
MEJO,993,28,7113,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,993,35,9582,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Payne,Amanda Reid",FALSE
MEJO,993,37,7115,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,993,38,10061,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,993,43,10648,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,993,61,7114,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,993,63,15037,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"HESTER,RHONDA G",FALSE
MEJO,993,70,7220,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,993,71,7163,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,993,78,7116,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,993,80,7176,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,993,85,7177,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,993,93,7251,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,993,98,7188,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,993,99,7252,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,994,20,15043,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"McGuigan,Lee James",FALSE
MEJO,994,23,7162,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,994,24,10811,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"Mcgregor,Shannon Custer",FALSE
MEJO,994,25,7117,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"NOAR,SETH MICHAEL",FALSE
MEJO,994,28,9584,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,994,34,7178,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,994,35,15041,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"Payne,Amanda Reid",FALSE
MEJO,994,37,7157,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,994,38,12476,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,994,47,7118,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,994,61,7119,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,994,63,7179,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,994,70,7120,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,994,71,7151,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"FRIEDMAN,BARBARA G",FALSE
MEJO,994,78,7121,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,994,80,7122,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"DILLMAN CARPENTIER,FRANCESCA R",FALSE
MEJO,994,82,9585,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,994,85,7180,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,994,91,7123,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,994,93,7181,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
MEJO,994,98,7124,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"COMELLO,MARIA LEONORA G",FALSE
MEJO,994,99,7125,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
BBSP,705,1,12543,RIGOR AND REPRODUCIBILITY,1,TBA,TBA,TBA,TBA,Staff,FALSE
BBSP,901,1,7359,RESEARCH IN BBSP,3,TBA,TBA,TBA,TBA,Staff,FALSE
BBSP,902,1,7360,SEMINAR IN BBSP,0,TBA,TBA,TBA,TBA,"Blakemore,Kaitlin Nicole",FALSE
BBSP,902,606,7816,SEMINAR IN BBSP Recitation 0.5 - 4 A (In Person On Campus Learners),1,TBA,TBA,TBA,TBA,"Rau,Christoph Daniel",FALSE
