Subject,Catalog Number,Section,Class Number,Title,Units,Days,Time,Building,Room Number,Instructor,Missing Attributes
ENEC,891,2,5556,SPECIAL TOPICS IN ECOLOGY,2,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,961,1,4858,RESEARCH IN ECOLOGY,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,961,2,12648,RESEARCH IN ECOLOGY,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,961,3,12889,RESEARCH IN ECOLOGY,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,961,4,13037,RESEARCH IN ECOLOGY,1,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,993,1,3757,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Nye,Janet Ashley",FALSE
ENEC,993,7,5494,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Hino,Miyuki",FALSE
ENEC,993,16,4777,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"RANDALL,JOHN L",FALSE
ENEC,993,20,4783,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Cohen,Susan",FALSE
ENEC,993,36,4379,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"WEST,COLIN THOR",FALSE
ENEC,993,41,4763,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"PFENNIG,KARIN S",FALSE
ENEC,993,46,5506,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"O'Parks,Caela Brighid Casey",FALSE
ENEC,993,47,4732,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Cohen,Susan",FALSE
ENEC,993,48,5184,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,993,49,5557,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,993,50,9865,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,993,51,9897,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,993,52,9930,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,994,1,3758,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"Cohen,Susan",FALSE
ENEC,994,2,3932,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"Hino,Miyuki",FALSE
ENEC,994,3,4274,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"O'Parks,Caela Brighid Casey",FALSE
ENEC,994,5,3899,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"KITTNER,NOAH R",FALSE
ENEC,994,6,4012,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"WEST,COLIN THOR",FALSE
ENEC,994,7,3937,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"BRUNO,JOHN F",FALSE
ENEC,994,9,3900,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"PFENNIG,KARIN S",FALSE
ENEC,994,11,4325,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"CASTILLO,KARL DAVID",FALSE
ENEC,994,16,4114,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"Fodrie,Fredrick Joel",FALSE
ENEC,994,20,3938,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"WEAKLEY,ALAN S",FALSE
ENEC,994,21,3965,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"Dubbs,Lindsay Laura",FALSE
ENEC,994,22,4328,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"HURLBERT,ALLEN HARTLEY",FALSE
ENEC,994,31,4320,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"Nye,Janet Ashley",FALSE
ENEC,994,41,5173,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"Moore,Laura J",FALSE
ENEC,994,46,4321,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,994,47,5559,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,994,48,5182,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
ENEC,994,49,5186,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
EURO,239,1,2921,INTRO EUROPEAN GOVT,3,TuTh,12:30 - 13:45,New West,219,"Overington,Brian Andrew",FALSE
EURO,252,1,13789,POLITICS SOCIETY MOD GERMANY,3,TuTh,09:30 - 10:45,TBA,TBA,"HAGEMANN,KAREN",FALSE
EURO,259,1,4810,WOMEN IN MODERN EUROPE,3,TuTh,12:30 - 13:45,TBA,TBA,"HAGEMANN,KAREN",FALSE
EURO,433,1,12292,EUROPEAN UNION,3,TBA,TBA,TBA,TBA,Staff,FALSE
EURO,438,1,10208,UNDIVIDED EUROPE,3,TuTh,12:30 - 13:45,Dey Hall,203,"VACHUDOVA,MILADA A",FALSE
EURO,460,1,14096,INTERNATIONAL ECON,3,MW,13:25 - 14:40,Gardner,309,"VAIDYANATHAN,GEETHA",FALSE
EURO,460,3,15125,INTERNATIONAL ECON,3,TuTh,15:30 - 16:45,TBA,TBA,Staff,FALSE
EXSS,20,1,2442,INTERMEDIATE BALLET,1,TuTh,09:30 - 10:45,Woollen Gym,B017,"Strong III,James Doyce",FALSE
EXSS,30,1,2443,ADVANCED BALLET,1,TuTh,11:00 - 12:15,Woollen Gym,B017,"Strong III,James Doyce",FALSE
EXSS,55,1,11164,FYS: SPRT ENG AND HUMAN PERFOR,3,MWF,09:05 - 09:55,Woollen Gym,301,"PETSCHAUER,MEREDITH A",FALSE
EXSS,141,1,2274,PERSONAL HEALTH,3,TuTh,09:30 - 10:45,Fetzer Hall,109,"Pomerantz,Margaret L",FALSE
EXSS,155,1,13164,HUMAN ANATOMY & PHYSIOLOGY I,3,TuTh,15:30 - 16:45,Manning,209,"Ondrak,Kristin Sutika",FALSE
EXSS,180,1,2259,PHYS ACTIVITY CONTEMP SOCIETY,3,TuTh,09:30 - 10:45,Fetzer Hall,106,"Nedimyer,Aliza Kamman",FALSE
EXSS,180,2,2260,PHYS ACTIVITY CONTEMP SOCIETY,3,TuTh,12:30 - 13:45,Fetzer Hall,106,"Nedimyer,Aliza Kamman",FALSE
EXSS,180,3,12643,PHYS ACTIVITY CONTEMP SOCIETY,3,TuTh,14:00 - 15:15,Fetzer Hall,106,"Nedimyer,Aliza Kamman",FALSE
EXSS,181,1,2278,SPORT AND EXERCISE PSYCHOLOGY,3,MWF,09:05 - 09:55,Woollen Gym,304,"DEFREESE,JONATHAN D",FALSE
EXSS,181,2,9160,SPORT AND EXERCISE PSYCHOLOGY,3,MWF,10:10 - 11:00,Gardner,8,"DEFREESE,JONATHAN D",FALSE
EXSS,181,3,10663,SPORT AND EXERCISE PSYCHOLOGY,3,TuTh,14:00 - 15:15,Fetzer Hall,104,"Beisecker,Ling",FALSE
EXSS,206,1,2310,SPORT SKILLS II,3,MWF,11:15 - 12:05,Woollen Gym,303,"Norris,Sherry Kinlaw",FALSE
EXSS,220,1,2334,FITNESS MANAGEMENT,3,TuTh,12:30 - 13:45,Woollen Gym,302,"Schimmelfing,Leon R.",FALSE
EXSS,221,1,2329,INTRO TO SPORT ADMIN,3,TuTh,08:00 - 09:15,Woollen Gym,303,"McDonnell Jr,Wayne Gerard",FALSE
EXSS,256,1,13173,HUMAN ANATOMY & PHYSIOLOGY II,3,TuTh,12:30 - 13:45,Carroll,111,"Ondrak,Kristin Sutika",FALSE
EXSS,265,1,9168,FUNDMNTLS OF SPORTS MEDICINE,3,TuTh,11:00 - 12:15,Fetzer Hall,104,"PIETROSIMONE,BRIAN G",FALSE
EXSS,273,1,2311,RESEARCH IN EXSS,3,TuTh,09:30 - 10:45,Woollen Gym,304,"Kucera,Kristen L.",FALSE
EXSS,273,2,2312,RESEARCH IN EXSS,3,TuTh,12:30 - 13:45,Fetzer Hall,104,"Kiefer,Adam C.",FALSE
EXSS,273,3,9169,RESEARCH IN EXSS,3,TuTh,11:00 - 12:15,Woollen Gym,301,"Kerr,Zachary Yukio",FALSE
EXSS,276,1,2335,HUMAN PHYSIOLOGY,3,TBA,TBA,TBA,TBA,"Ondrak,Kristin Sutika",FALSE
EXSS,288,1,2279,EMERGENCY CARE,3,MWF,08:00 - 08:50,Woollen Gym,301,"Hawkinson,Lauren Elizabeth",FALSE
EXSS,288,2,2280,EMERGENCY CARE,3,MWF,12:20 - 13:10,Woollen Gym,301,"Ingram,Brittany Marie",FALSE
EXSS,288,3,2281,EMERGENCY CARE,3,TuTh,08:00 - 09:15,Woollen Gym,301,"Dennis,Justin Daniel",FALSE
EXSS,288,4,3748,EMERGENCY CARE,3,TuTh,09:30 - 10:45,Woollen Gym,301,"Bjornsen,Elizabeth Sarah",FALSE
EXSS,288,5,10149,EMERGENCY CARE,3,TuTh,12:30 - 13:45,Woollen Gym,301,"Nilius,Alexandra Elizabeth",FALSE
EXSS,290,1,14724,SPECIAL TOPICS IN EXSS,3,TBA,TBA,TBA,TBA,"Pratt,Angela Noelle",FALSE
EXSS,290,2,14732,SPECIAL TOPICS IN EXSS,3,MWF,14:30 - 15:20,Fetzer Hall,104,"Pratt,Angela Noelle",FALSE
EXSS,290,3,14939,SPECIAL TOPICS IN EXSS,3,TBA,TBA,TBA,TBA,"DEFREESE,JONATHAN D",FALSE
EXSS,322,1,5619,FNDMNTLS SPT MARKETING,3,MWF,13:25 - 14:15,Fetzer Hall,104,"Pratt,Angela Noelle",FALSE
EXSS,323,1,2331,SPT FAC & EVENT MGMT,3,MWF,12:20 - 13:10,Woollen Gym,303,"PATTERSON,ANTHONY F",FALSE
EXSS,323,2,13186,SPT FAC & EVENT MGMT,3,TuTh,12:30 - 13:45,Fetzer Hall,109,"PATTERSON,ANTHONY F",FALSE
EXSS,324,1,3450,FINANC ECON OF SPORT,3,TuTh,12:30 - 13:45,Woollen Gym,303,"McDonnell Jr,Wayne Gerard",FALSE
EXSS,326,1,2332,LEGAL ASPECTS OF SPORT,3,TuTh,11:00 - 12:15,Fetzer Hall,109,"OSBORNE,BARBARA J",FALSE
EXSS,327,1,11168,PREDICTIVE ANALYTICS IN SPORT,3,TuTh,09:30 - 10:45,Venable,G311,"Jensen,Jonathan Arthur",FALSE
EXSS,360,1,2336,SPORTS NUTRITION,3,TuTh,09:30 - 10:45,Woollen Gym,303,"Ryan,ABBIE E",FALSE
EXSS,366,1,10150,FNDS OF SPORTS MED REHAB,3,TuTh,11:00 - 12:15,Woollen Gym,302,"Hartshorne,Matthew Thomas",FALSE
EXSS,376,1,2337,PHYSIOL HUMAN PERF,4,MWF,09:05 - 09:55,Fetzer Hall,106,"HANSON,ERIK D",FALSE
EXSS,376,3,9170,PHYSIOL HUMAN PERF,4,MWF,11:15 - 12:05,Fetzer Hall,106,"Hackney,Anthony Carl",FALSE
EXSS,380,1,2316,NEUROMUSC CONTROL/LEARNING,3,TuTh,09:30 - 10:45,Fetzer Hall,104,"Blackburn,Jonathan T.",FALSE
EXSS,380,2,3749,NEUROMUSC CONTROL/LEARNING,3,TuTh,12:30 - 13:45,Woollen Gym,304,"Wikstrom,Erik A.",FALSE
EXSS,385,1,2325,BIOMECHAN OF SPORT,3,MWF,09:05 - 09:55,Woollen Gym,303,"Goerger,Benjamin McMillen",FALSE
EXSS,385,2,2326,BIOMECHAN OF SPORT,3,MWF,10:10 - 11:00,Woollen Gym,303,"Goerger,Benjamin McMillen",FALSE
EXSS,385,3,14541,BIOMECHAN OF SPORT,3,MWF,11:15 - 12:05,Fetzer Hall,104,"PETSCHAUER,MEREDITH A",FALSE
EXSS,393,1,11169,SPORTS MEDICINE CLINICAL Clinical 1 - 3 A (In Person On Campus Learners),1,TBA,TBA,TBA,TBA,"WALKER,NINA",FALSE
EXSS,395,29,5558,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"OSBORNE,BARBARA J",FALSE
EXSS,395,32,4849,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"BATTAGLINI,CLAUDIO L",FALSE
EXSS,395,33,4394,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Blackburn,Jonathan T.",FALSE
EXSS,395,34,5258,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"PETSCHAUER,MEREDITH A",FALSE
EXSS,395,41,5253,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"RYAN,ERIC D",FALSE
EXSS,395,42,5219,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"WEIGHT,ERIANNE ALLEN",FALSE
EXSS,395,43,4851,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Ryan,ABBIE E",FALSE
EXSS,395,44,4847,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Mihalik,Johna K.",FALSE
EXSS,395,45,4848,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"PIETROSIMONE,BRIAN G",FALSE
EXSS,395,46,4909,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Kucera,Kristen L.",FALSE
EXSS,395,47,4855,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"POPP,NELS",FALSE
EXSS,395,48,4428,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"HANSON,ERIK D",FALSE
EXSS,395,49,5255,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Wikstrom,Erik A.",FALSE
EXSS,395,50,4850,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Kerr,Zachary Yukio",FALSE
EXSS,395,52,4852,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Jensen,Jonathan Arthur",FALSE
EXSS,395,54,5220,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"DEFREESE,JONATHAN D",FALSE
EXSS,395,55,5573,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Kiefer,Adam C.",FALSE
EXSS,395,56,9942,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Smith,Danielle Marie Kushner",FALSE
EXSS,395,57,9987,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Ondrak,Kristin Sutika",FALSE
EXSS,395,58,10782,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Aguilar,Alain J.",FALSE
EXSS,395,62,12809,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Nedimyer,Aliza Kamman",FALSE
EXSS,395,63,12860,UNDERGRADUATE RESEARCH COURSE,1,TBA,TBA,TBA,TBA,"Courtney,Jimikaye Beck",FALSE
EXSS,396,22,4693,IND STUDIES IN EXSS,1,TBA,TBA,TBA,TBA,"PADUA,DARIN A",FALSE
EXSS,396,45,4692,IND STUDIES IN EXSS,1,TBA,TBA,TBA,TBA,"PIETROSIMONE,BRIAN G",FALSE
EXSS,396,49,10021,IND STUDIES IN EXSS,1,TBA,TBA,TBA,TBA,"Wikstrom,Erik A.",FALSE
EXSS,396,54,5919,IND STUDIES IN EXSS,1,TBA,TBA,TBA,TBA,"DEFREESE,JONATHAN D",FALSE
EXSS,408,1,2343,STRENGTH TRAINING THEORY,3,TuTh,11:00 - 12:15,Fetzer Hall,106,"Aguilar,Alain J.",FALSE
EXSS,409,1,11170,EX PRESCRIP SPCL POPULATIONS,3,MWF,12:20 - 13:10,Fetzer Hall,104,"BATTAGLINI,CLAUDIO L",FALSE
EXSS,410,1,4484,EXERCISE TESTING PRESCRIPTION,4,TuTh,09:30 - 10:45,Woollen Gym,302,"RYAN,ERIC D",FALSE
EXSS,410,402,4486,EXERCISE TESTING PRESCRIPTION Lab 4 A (In Person On Campus Learners),3,W,15:30 - 17:00,TBA,TBA,"Buoncristiani,Nicholas",FALSE
EXSS,430,1,11256,LDSHIP & GROUP DYNAMICS,3,TuTh,09:30 - 10:45,Murphey,105,"PATTERSON,ANTHONY F",FALSE
EXSS,479,1,3742,PERF ENHANCE HEALTH PRO,1,W,10:10 - 11:10,Woollen Gym,301,"Aguilar,Alain J.",FALSE
EXSS,493,1,4487,FIELD EXPERIENCE SPORT ADMIN,3,TBA,TBA,TBA,TBA,"PATTERSON,ANTHONY F",FALSE
EXSS,493,2,10662,FIELD EXPERIENCE SPORT ADMIN,3,TBA,TBA,TBA,TBA,"McDonnell Jr,Wayne Gerard",FALSE
EXSS,581,1,14823,BIOPSYCHOSOCIAL SPORT INJURY,3,TuTh,14:00 - 15:15,Woollen Gym,303,"Baez,Shelby Elyse",FALSE
EXSS,593,1,2342,PRACTICUM IN FITNESS,1,TBA,TBA,TBA,TBA,"Aguilar,Alain J.",FALSE
EXSS,705,2,9174,RESEARCH DESIGN & METHODS,1,F,09:05 - 10:20,Fetzer Hall,104,"Courtney,Jimikaye Beck",FALSE
EXSS,705,3,9175,RESEARCH DESIGN & METHODS,1,F,10:30 - 11:45,TBA,TBA,"Blackburn,Jonathan T.",FALSE
EXSS,705,4,9176,RESEARCH DESIGN & METHODS,1,Tu,15:20 - 16:35,Woollen Gym,303,"Gerstner,Gena Rachel",FALSE
EXSS,705,5,9178,RESEARCH DESIGN & METHODS,1,Tu,11:00 - 12:15,Woollen Gym,304,"WEIGHT,ERIANNE ALLEN",FALSE
EXSS,735,1,2327,SPORT MED SPEC PROB,3,TuTh,09:30 - 10:45,TBA,TBA,"PRENTICE Jr,WILLIAM E",FALSE
EXSS,739,1,2328,PRACT ATHL TRAIN,3,TBA,TBA,TBA,TBA,"PRENTICE Jr,WILLIAM E",FALSE
EXSS,744,1,11166,SPORT MARKETING,3,MW,10:30 - 11:45,Woollen Gym,302,"POPP,NELS",FALSE
EXSS,746,1,9188,ECON & FINANCE OF SPORT,3,MW,12:30 - 13:45,Woollen Gym,302,"Bates,Bradley James",FALSE
EXSS,749,1,2333,NCAA GOV & COMPLIANCE,3,TuTh,12:30 - 13:45,TBA,TBA,"OSBORNE,BARBARA J",FALSE
EXSS,751,1,4532,SPORT ADMIN SEMINAR II,1,M,17:00 - 19:00,Woollen Gym,301,"Baddour,Richard A.",FALSE
EXSS,782,1,13251,NUTR IN EXERCISE,2,TuTh,11:00 - 12:15,Woollen Gym,303,"Ryan,ABBIE E",FALSE
EXSS,789,1,4687,PRACT EX PHYS,3,TBA,TBA,TBA,TBA,"BATTAGLINI,CLAUDIO L",FALSE
EXSS,890,22,4779,SPECIAL TOPICS IN EXSS,1,TBA,TBA,TBA,TBA,"PADUA,DARIN A",FALSE
EXSS,890,33,12570,SPECIAL TOPICS IN EXSS,1,TBA,TBA,TBA,TBA,"Blackburn,Jonathan T.",FALSE
EXSS,890,40,4785,SPECIAL TOPICS IN EXSS,1,TBA,TBA,TBA,TBA,"Mihalik,Jason Peter",FALSE
EXSS,890,44,4778,SPECIAL TOPICS IN EXSS,1,TBA,TBA,TBA,TBA,"Mihalik,Johna K.",FALSE
EXSS,990,21,4378,RESEARCH IN EXSS,1,TBA,TBA,TBA,TBA,"Hackney,Anthony Carl",FALSE
EXSS,990,22,5142,RESEARCH IN EXSS,1,TBA,TBA,TBA,TBA,"PADUA,DARIN A",FALSE
EXSS,990,32,5183,RESEARCH IN EXSS,1,TBA,TBA,TBA,TBA,"BATTAGLINI,CLAUDIO L",FALSE
EXSS,990,40,4757,RESEARCH IN EXSS,1,TBA,TBA,TBA,TBA,"Mihalik,Jason Peter",FALSE
EXSS,990,41,3917,RESEARCH IN EXSS,1,TBA,TBA,TBA,TBA,"RYAN,ERIC D",FALSE
EXSS,990,43,3897,RESEARCH IN EXSS,1,TBA,TBA,TBA,TBA,"Ryan,ABBIE E",FALSE
EXSS,990,44,4756,RESEARCH IN EXSS,1,TBA,TBA,TBA,TBA,"Mihalik,Johna K.",FALSE
EXSS,990,48,5193,RESEARCH IN EXSS,1,TBA,TBA,TBA,TBA,"HANSON,ERIK D",FALSE
EXSS,990,53,5851,RESEARCH IN EXSS,1,TBA,TBA,TBA,TBA,"Stoner,Lee",FALSE
EXSS,990,60,12587,RESEARCH IN EXSS,1,TBA,TBA,TBA,TBA,"Blue,Malia Nikole Melvin",FALSE
EXSS,993,15,3153,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"PRENTICE Jr,WILLIAM E",FALSE
EXSS,993,21,2344,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Hackney,Anthony Carl",FALSE
EXSS,993,22,2345,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"PADUA,DARIN A",FALSE
EXSS,993,29,2346,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"OSBORNE,BARBARA J",FALSE
EXSS,993,32,2347,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"BATTAGLINI,CLAUDIO L",FALSE
EXSS,993,33,2348,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Blackburn,Jonathan T.",FALSE
EXSS,993,34,5161,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"PETSCHAUER,MEREDITH A",FALSE
EXSS,993,40,2349,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Mihalik,Jason Peter",FALSE
EXSS,993,41,3154,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"RYAN,ERIC D",FALSE
EXSS,993,42,3155,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"WEIGHT,ERIANNE ALLEN",FALSE
EXSS,993,43,3156,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Ryan,ABBIE E",FALSE
EXSS,993,44,4293,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Mihalik,Johna K.",FALSE
EXSS,993,45,3744,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"PIETROSIMONE,BRIAN G",FALSE
EXSS,993,46,4730,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Kucera,Kristen L.",FALSE
EXSS,993,47,3745,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"POPP,NELS",FALSE
EXSS,993,48,4731,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"HANSON,ERIK D",FALSE
EXSS,993,49,4729,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Wikstrom,Erik A.",FALSE
EXSS,993,50,4913,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Kerr,Zachary Yukio",FALSE
EXSS,993,52,4912,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Jensen,Jonathan Arthur",FALSE
EXSS,993,53,4914,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Stoner,Lee",FALSE
EXSS,993,54,5486,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"DEFREESE,JONATHAN D",FALSE
EXSS,993,55,6019,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Kiefer,Adam C.",FALSE
EXSS,993,60,15097,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Blue,Malia Nikole Melvin",FALSE
EXSS,993,64,15080,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"Baez,Shelby Elyse",FALSE
PHYA,216,1,10199,BEGINNING GOLF,1,MW,12:20 - 13:10,TBA,TBA,"Mcginty,Neely Christopher",FALSE
PHYA,216,2,10200,BEGINNING GOLF,1,TuTh,12:30 - 13:20,TBA,TBA,Staff,FALSE
PHYA,223,1,9660,LIFEGUARD TRAINING,1,MW,10:10 - 11:00,Woollen Gym,101,"Ayers,Catherine Rehm",FALSE
PHYA,227,1,2441,SCUBA,1,TuTh,15:30 - 17:00,Woollen Gym,301,"MOORE,GREGORY B",FALSE
PHYA,227,2,10203,SCUBA,1,TuTh,17:00 - 18:30,Woollen Gym,302,"MOORE,GREGORY B",FALSE
PHYA,227,3,10204,SCUBA,1,TuTh,18:30 - 20:00,Woollen Gym,301,"MOORE,GREGORY B",FALSE
PHYA,228,1,12337,SELF-DEFENSE,1,MW,14:30 - 15:20,Woollen Gym,19,"Hernandez,Michael Anthony",FALSE
PHYA,235,1,9672,BEGIN-LEVEL II SWIMMING,1,TuTh,14:00 - 14:50,TBA,TBA,"Ladan,Alexandra Nicole",FALSE
PHYA,245,1,12410,BRAZILIAN JIU JITSU,1,MW,11:15 - 12:05,Woollen Gym,19,"Yu,Sunny Shing-Yi",FALSE
PHYA,290,1,10202,SPECIAL TOPICS,1,TuTh,14:00 - 14:50,Fetzer Hall,112,"Hobart,Russell Robert",FALSE
PHYA,290,2,14019,SPECIAL TOPICS,1,TuTh,09:30 - 10:20,TBA,TBA,"Bradley,Robert Scott",FALSE
GEOG,56,1,13111,FYS LOCAL/GLOBAL WORLD,3,TuTh,09:30 - 10:45,Carolina Hall,204,Staff,FALSE
GEOG,68,1,13230,FYS: FRESHWATERS,3,TuTh,15:30 - 16:45,Carolina Hall,204,"Delvecchia,Amanda Gay",FALSE
GEOG,89,2,13145,FYS: SPECIAL TOPICS,3,TuTh,09:30 - 10:45 FORESTS AND PEOPLE,Carolina Hall,220,"Allred,Shorna",FALSE
GEOG,110,2,11239,THE BLUE PLANET: EARTH SYSTEMS,3,TuTh,12:30 - 13:45,Greenlaw,101,"WISE,ERIKA K",FALSE
GEOG,111,1,13113,WEATHER AND CLIMATE,3,MWF,10:10 - 11:00,Manning,209,"Fuhrmann,Christopher Mills",FALSE
GEOG,115,1,11242,MAPS,3,MWF,09:05 - 09:55,Carolina Hall,220,"MOODY,AARON",FALSE
GEOG,120,2,10132,WORLD REGIONAL GEOG,3,TuTh,11:00 - 12:15,Chapman Hall,201,"PICKLES,JOHN",FALSE
GEOG,121,1,9186,GEOGRAPHIES OF GLOBALIZATION,3,TuTh,09:30 - 10:45,Graham Memorial,210,"LENTZ,CHRISTIAN",FALSE
GEOG,121,3,14870,GEOGRAPHIES OF GLOBALIZATION,3,TuTh,18:00 - 19:15,Murphey,204,"Lepofsky,Jonathan David",FALSE
GEOG,130,2,13110,DEVELOPMENT AND INEQUALITY,3,MWF,13:25 - 14:15,Fetzer Hall,109,"Drummond-Cole,Adrian",FALSE
GEOG,210,1,2636,GLOBAL ISSUES,3,MW,10:10 - 11:00,Global Center,1015,"Huerta-Bapat,Carmen",FALSE
GEOG,232,1,13114,AGRICULTURE-FOOD-SOCIETY,3,TuTh,12:30 - 13:45,Carolina Hall,220,"LENTZ,CHRISTIAN",FALSE
GEOG,240,1,10144,INTRO TO ENVIRONMENTAL JUSTICE,3,MWF,14:30 - 15:20,Carolina Hall,220,"Purifoy,Danielle",FALSE
GEOG,254,1,11244,U.S. HISTORICAL GEOGRAPHIES,3,TuTh,11:00 - 12:15,Hamilton Hall,517,"KIRSCH,SCOTT L",FALSE
GEOG,259,1,13115,SOCIETY/ENVIR IN LATIN AMER,3,TuTh,12:30 - 13:45,Greenlaw,318,Staff,FALSE
